Id,External_ID__c,AccountId,FSLDemoTools_Service_Resource__c,ServiceTerritoryId,ParentRecordId,ActualStartTime,ArrivalWindowStartTime,ActualDuration,EarliestStartTime,Duration,DurationType,Status,DueDate,ActualEndTime,ArrivalWindowEndTime
08p0b000000MSwNAAW,,0010b00002CfRClAAN,0Hn0b000000TgXwCAK,0Hh0b000000LFOGCA4,0WO0b000000VCW8GAO,2017-03-03T18:21:00.000Z,2017-03-03T17:20:00.000Z,54,2017-03-03T17:20:00.000Z,60,Minutes,Completed,2017-03-04T01:39:00.000Z,2017-03-04T01:40:00.000Z,2017-03-03T18:20:00.000Z
08p0b000000MSwOAAW,,0010b00002CfRBpAAN,0Hn0b000000TgY1CAK,0Hh0b000000LFOGCA4,0WO0b000000VCW9GAO,2017-03-03T18:25:00.000Z,2017-03-03T18:25:00.000Z,55,2017-03-03T18:25:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-06T10:11:00.000Z,2017-03-03T19:25:00.000Z
08p0b000000MSwPAAW,,0010b00002CfRCLAA3,0Hn0b000000TgXxCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWAGA4,2017-03-03T18:35:00.000Z,2017-03-03T18:35:00.000Z,9,2017-03-03T18:35:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-10T00:50:00.000Z,2017-03-03T20:35:00.000Z
08p0b000000MSwQAAW,,0010b00002CfRBzAAN,0Hn0b000000TgY2CAK,0Hh0b000000LFOGCA4,0WO0b000000VCWBGA4,2017-03-03T17:10:00.000Z,2017-03-03T17:10:00.000Z,37,2017-03-03T17:10:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-06T00:58:00.000Z,2017-03-03T18:10:00.000Z
08p0b000000MSwRAAW,,0010b00002CfRCmAAN,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCWCGA4,2017-03-03T20:14:00.000Z,2017-03-03T20:14:00.000Z,92,2017-03-03T20:14:00.000Z,120,Minutes,Completed,2017-03-08T19:55:00.000Z,2017-03-08T19:56:00.000Z,2017-03-03T22:14:00.000Z
08p0b000000MSwSAAW,,0010b00002CfRBjAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWDGA4,2017-03-03T20:02:00.000Z,2017-03-03T20:02:00.000Z,52,2017-03-03T20:02:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-04T22:39:00.000Z,2017-03-03T21:02:00.000Z
08p0b000000MSzYAAW,,0010b00002CfRCkAAN,,0Hh0b000000LFOGCA4,0WO0b000000VCZJGA4,,,12,2017-02-22T20:03:00.000Z,60,Minutes,Canceled,2017-05-23T07:00:00.000Z,,
08p0b000000MSzZAAW,,0010b00002CfRClAAN,0Hn0b000000TgY2CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZKGA4,2017-02-22T18:51:00.000Z,2017-02-22T18:51:00.000Z,38,2017-02-22T18:51:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-23T16:20:00.000Z,2017-02-22T19:51:00.000Z
08p0b000000MSzaAAG,,0010b00002CfRCgAAN,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZLGA4,2017-02-22T18:48:00.000Z,2017-02-22T18:48:00.000Z,140,2017-02-22T18:48:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-26T00:19:00.000Z,2017-02-22T20:48:00.000Z
08p0b000000MSzbAAG,,0010b00002CfRBtAAN,0Hn0b000000TgY1CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZMGA4,2017-02-22T17:39:00.000Z,2017-02-22T17:39:00.000Z,43,2017-02-22T17:39:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-25T03:58:00.000Z,2017-02-22T19:09:00.000Z
08p0b000000MSzcAAG,,0010b00002CfRCWAA3,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZNGA4,2017-02-22T21:25:00.000Z,2017-02-22T21:25:00.000Z,140,2017-02-22T21:25:00.000Z,120,Minutes,Scheduled,2017-02-28T09:45:00.000Z,2017-02-28T09:46:00.000Z,2017-02-22T23:25:00.000Z
08p0b000000MSzdAAG,,0010b00002CfRCWAA3,0Hn0b000000TgY2CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZOGA4,2017-02-22T17:44:00.000Z,2017-02-22T17:44:00.000Z,31,2017-02-22T17:44:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-22T22:06:00.000Z,2017-02-22T18:44:00.000Z
08p0b000000MSzeAAG,,0010b00002CfRCLAA3,0Hn0b000000TgXzCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZPGA4,2017-02-22T21:47:00.000Z,2017-02-22T21:47:00.000Z,32,2017-02-22T21:47:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-23T19:06:00.000Z,2017-02-22T23:47:00.000Z
08p0b000000MSzfAAG,,0010b00002CfRCgAAN,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZQGA4,2017-02-22T20:49:00.000Z,2017-02-22T20:49:00.000Z,156,2017-02-22T20:49:00.000Z,120,Minutes,Scheduled,2017-05-23T07:00:00.000Z,2017-02-27T12:56:00.000Z,2017-02-22T22:49:00.000Z
08p0b000000MSzgAAG,,0010b00002CfRChAAN,0Hn0b000000TgXzCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZRGA4,2017-02-22T17:14:00.000Z,2017-02-22T17:14:00.000Z,32,2017-02-22T17:14:00.000Z,120,Minutes,Completed,2017-02-23T12:05:00.000Z,2017-02-23T12:06:00.000Z,2017-02-22T19:14:00.000Z
08p0b000000MSzhAAG,,0010b00002CfRCXAA3,0Hn0b000000TgY2CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZSGA4,2017-02-22T17:31:00.000Z,2017-02-22T16:00:00.000Z,25,2017-02-22T16:00:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-24T07:29:00.000Z,2017-02-22T17:30:00.000Z
08p0b000000MSziAAG,,0010b00002CfRBvAAN,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZTGA4,2017-02-24T17:39:00.000Z,2017-02-24T17:39:00.000Z,6,2017-02-24T17:39:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-28T23:17:00.000Z,2017-02-24T19:09:00.000Z
08p0b000000MSzjAAG,,0010b00002CfRCUAA3,0Hn0b000000TgXtCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZUGA4,2017-02-24T20:56:00.000Z,2017-02-24T20:56:00.000Z,44,2017-02-24T20:56:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-26T07:44:00.000Z,2017-02-24T21:56:00.000Z
08p0b000000MT33AAG,,0010b00002CfRCxAAN,0Hn0b000000TgXlCAK,0Hh0b000000LFOECA4,0WO0b000000VCdsGAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT34AAG,,0010b00002CfRBbAAN,0Hn0b000000TgXjCAK,0Hh0b000000LFOECA4,0WO0b000000VCdtGAG,,,,2017-03-08T14:14:00.000Z,90,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT35AAG,,0010b00002CfRBwAAN,0Hn0b000000TgXsCAK,0Hh0b000000LFOECA4,0WO0b000000VCduGAG,,,,2017-03-08T14:14:00.000Z,90,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT36AAG,,0010b00002CfRBpAAN,0Hn0b000000TgXjCAK,0Hh0b000000LFOECA4,0WO0b000000VCdvGAG,,,,2017-03-08T14:14:00.000Z,90,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT37AAG,,0010b00002CfRCsAAN,0Hn0b000000TgXjCAK,0Hh0b000000LFOECA4,0WO0b000000VCdwGAG,,,,2017-03-08T14:14:00.000Z,120,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT38AAG,,0010b00002CfRCTAA3,0Hn0b000000TgXmCAK,0Hh0b000000LFOECA4,0WO0b000000VCdxGAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT39AAG,,0010b00002CfRBqAAN,0Hn0b000000TgXrCAK,0Hh0b000000LFOECA4,0WO0b000000VCdyGAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT3AAAW,,0010b00002CfRByAAN,0Hn0b000000TgXsCAK,0Hh0b000000LFOECA4,0WO0b000000VCdzGAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT3BAAW,,0010b00002CfRC0AAN,0Hn0b000000TgXsCAK,0Hh0b000000LFOECA4,0WO0b000000VCe0GAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT3CAAW,,0010b00002CfRChAAN,0Hn0b000000TgXqCAK,0Hh0b000000LFOECA4,0WO0b000000VCe1GAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT3DAAW,,0010b00002CfRBzAAN,0Hn0b000000TgXsCAK,0Hh0b000000LFOECA4,0WO0b000000VCe2GAG,,,,2017-03-08T14:14:00.000Z,120,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT3EAAW,,0010b00002CfRCgAAN,0Hn0b000000TgXnCAK,0Hh0b000000LFOECA4,0WO0b000000VCe3GAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT3FAAW,,0010b00002CfRBpAAN,0Hn0b000000TgXsCAK,0Hh0b000000LFOECA4,0WO0b000000VCe4GAG,,,,2017-03-08T14:14:00.000Z,60,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MT3GAAW,,0010b00002CfRCxAAN,0Hn0b000000TgXnCAK,0Hh0b000000LFOECA4,0WO0b000000VCe5GAG,,,,2017-03-08T14:14:00.000Z,120,Minutes,Scheduled,2017-04-08T00:14:00.000Z,,
08p0b000000MSq8AAG,,0010b00002CfRClAAN,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCPtGAO,2017-03-07T21:12:00.000Z,2017-03-07T21:12:00.000Z,121,2017-03-07T21:12:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-11T13:00:00.000Z,2017-03-07T23:12:00.000Z
08p0b000000MSq9AAG,,0010b00002CfRCrAAN,0Hn0b000000TgXxCAK,0Hh0b000000LFOGCA4,0WO0b000000VCPuGAO,2017-03-05T22:48:00.000Z,2017-03-05T22:48:00.000Z,7,2017-03-05T22:48:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-08T20:46:00.000Z,2017-03-05T23:48:00.000Z
08p0b000000MSqAAAW,,0010b00002CfRBvAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCPvGAO,2017-03-07T17:01:00.000Z,2017-03-07T16:00:00.000Z,46,2017-03-07T16:00:00.000Z,60,Minutes,Dispatched,2017-05-23T07:00:00.000Z,2017-03-08T10:35:00.000Z,2017-03-07T17:00:00.000Z
08p0b000000MSqBAAW,,0010b00002CfRBbAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCPwGAO,2017-03-07T17:19:00.000Z,2017-03-07T17:19:00.000Z,7,2017-03-07T17:19:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-12T04:06:00.000Z,2017-03-07T19:19:00.000Z
08p0b000000MSqCAAW,,0010b00002CfRBpAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCPxGAO,2017-03-07T20:04:00.000Z,2017-03-07T20:04:00.000Z,53,2017-03-07T20:04:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-08T12:46:00.000Z,2017-03-07T21:04:00.000Z
08p0b000000MSqDAAW,,0010b00002CfRCZAA3,0Hn0b000000TgXwCAK,0Hh0b000000LFOGCA4,0WO0b000000VCPyGAO,2017-02-24T00:01:00.000Z,2017-02-23T23:00:00.000Z,46,2017-02-23T23:00:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-26T19:55:00.000Z,2017-02-24T00:00:00.000Z
08p0b000000MSqEAAW,,0010b00002CfRCcAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCPzGAO,2017-03-07T21:32:00.000Z,2017-03-07T21:32:00.000Z,63,2017-03-07T21:32:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-09T17:35:00.000Z,2017-03-07T22:32:00.000Z
08p0b000000MSqFAAW,,0010b00002CfRBhAAN,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCQ0GAO,2017-03-07T21:03:00.000Z,2017-03-07T21:03:00.000Z,160,2017-03-07T21:03:00.000Z,90,Minutes,Scheduled,2017-05-23T07:00:00.000Z,2017-03-10T02:57:00.000Z,2017-03-07T22:33:00.000Z
08p0b000000MSqGAAW,,0010b00002CfRC6AAN,0Hn0b000000TgY1CAK,0Hh0b000000LFOGCA4,0WO0b000000VCQ1GAO,2017-03-07T22:38:00.000Z,2017-03-07T22:38:00.000Z,76,2017-03-07T22:38:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-10T18:01:00.000Z,2017-03-07T23:38:00.000Z
08p0b000000MSqHAAW,,0010b00002CfRCWAA3,0Hn0b000000TgXzCAK,0Hh0b000000LFOGCA4,0WO0b000000VCQ2GAO,2017-03-06T22:51:00.000Z,2017-03-06T22:51:00.000Z,90,2017-03-06T22:51:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-09T12:48:00.000Z,2017-03-06T23:51:00.000Z
08p0b000000MSqIAAW,,0010b00002CfRBlAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCQ3GAO,2017-03-06T17:10:00.000Z,2017-03-06T17:10:00.000Z,50,2017-03-06T17:10:00.000Z,60,Minutes,Completed,2017-03-09T11:50:00.000Z,2017-03-09T11:51:00.000Z,2017-03-06T18:10:00.000Z
08p0b000000MSqJAAW,,0010b00002CfRCIAA3,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCQ4GAO,2017-03-06T18:24:00.000Z,2017-03-06T18:24:00.000Z,53,2017-03-06T18:24:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-07T19:25:00.000Z,2017-03-06T19:54:00.000Z
08p0b000000MSqKAAW,,0010b00002CfRC4AAN,,0Hh0b000000LFOGCA4,0WO0b000000VCQ5GAO,,,108,2017-03-06T20:42:00.000Z,90,Minutes,Canceled,2017-05-23T07:00:00.000Z,,
08p0b000000MStLAAW,,0010b00002CfRBjAAN,0Hn0b000000TgY2CAK,0Hh0b000000LFOGCA4,0WO0b000000VCT6GAO,2017-02-25T16:00:00.000Z,2017-02-25T16:00:00.000Z,46,2017-02-25T16:00:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-28T02:44:00.000Z,2017-02-25T17:00:00.000Z
08p0b000000MStMAAW,,0010b00002CfRCMAA3,0Hn0b000000TgXxCAK,0Hh0b000000LFOGCA4,0WO0b000000VCT7GAO,2017-02-23T16:00:00.000Z,2017-02-23T16:00:00.000Z,152,2017-02-23T16:00:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-25T12:20:00.000Z,2017-02-23T18:00:00.000Z
08p0b000000MStNAAW,,0010b00002CfRCMAA3,,0Hh0b000000LFOGCA4,0WO0b000000VCT8GAO,,,73,2017-02-23T18:48:00.000Z,60,Minutes,Canceled,2017-05-23T07:00:00.000Z,,
08p0b000000MStOAAW,,0010b00002CfRCMAA3,0Hn0b000000TgXzCAK,0Hh0b000000LFOGCA4,0WO0b000000VCT9GAO,2017-02-25T22:45:00.000Z,2017-02-25T22:45:00.000Z,27,2017-02-25T22:45:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-28T19:07:00.000Z,2017-02-25T23:45:00.000Z
08p0b000000MStPAAW,,0010b00002CfRCxAAN,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCTAGA4,2017-02-26T22:15:00.000Z,2017-02-26T22:15:00.000Z,63,2017-02-26T22:15:00.000Z,60,Minutes,Completed,2017-02-27T09:40:00.000Z,2017-02-27T09:41:00.000Z,2017-02-26T23:15:00.000Z
08p0b000000MStQAAW,,0010b00002CfRBhAAN,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCTBGA4,2017-02-26T16:00:00.000Z,2017-02-26T16:00:00.000Z,77,2017-02-26T16:00:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-01T10:08:00.000Z,2017-02-26T17:00:00.000Z
08p0b000000MStRAAW,,0010b00002CfRCXAA3,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCTCGA4,2017-02-26T17:08:00.000Z,2017-02-26T17:08:00.000Z,70,2017-02-26T17:08:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-28T13:33:00.000Z,2017-02-26T18:08:00.000Z
08p0b000000MStSAAW,,0010b00002CfRCOAA3,0Hn0b000000TgY1CAK,0Hh0b000000LFOGCA4,0WO0b000000VCTDGA4,2017-02-26T16:00:00.000Z,2017-02-26T16:00:00.000Z,121,2017-02-26T16:00:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-01T11:48:00.000Z,2017-02-26T18:00:00.000Z
08p0b000000MStTAAW,,0010b00002CfRCKAA3,0Hn0b000000TgXzCAK,0Hh0b000000LFOGCA4,0WO0b000000VCTEGA4,2017-02-25T20:16:00.000Z,2017-02-25T20:16:00.000Z,30,2017-02-25T20:16:00.000Z,60,Minutes,Completed,2017-02-26T10:36:00.000Z,2017-02-26T10:37:00.000Z,2017-02-25T21:16:00.000Z
08p0b000000MStUAAW,,0010b00002CfRCXAA3,,0Hh0b000000LFOGCA4,0WO0b000000VCTFGA4,,,15,2017-02-26T18:07:00.000Z,90,Minutes,Canceled,2017-05-23T07:00:00.000Z,,
08p0b000000MStVAAW,,0010b00002CfRCOAA3,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCTGGA4,2017-02-26T18:10:00.000Z,2017-02-26T18:10:00.000Z,0,2017-02-26T18:10:00.000Z,60,Minutes,Scheduled,2017-05-23T07:00:00.000Z,2017-02-28T06:45:00.000Z,2017-02-26T19:10:00.000Z
08p0b000000MStJAAW,,0010b00002CfRCKAA3,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCT4GAO,2017-03-06T20:00:00.000Z,2017-03-06T20:00:00.000Z,39,2017-03-06T20:00:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-09T09:05:00.000Z,2017-03-06T21:00:00.000Z
08p0b000000MStKAAW,,0010b00002CfRBqAAN,0Hn0b000000TgY2CAK,0Hh0b000000LFOGCA4,0WO0b000000VCT5GAO,2017-03-06T22:38:00.000Z,2017-03-06T22:38:00.000Z,21,2017-03-06T22:38:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-07T16:37:00.000Z,2017-03-06T23:38:00.000Z
08p0b000000MSwVAAW,,0010b00002CfRCzAAN,0Hn0b000000TgXtCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWGGA4,2017-03-03T20:56:00.000Z,2017-03-03T20:56:00.000Z,92,2017-03-03T20:56:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-09T01:32:00.000Z,2017-03-03T22:56:00.000Z
08p0b000000MSwWAAW,,0010b00002CfRCzAAN,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWHGA4,2017-03-03T21:38:00.000Z,2017-03-03T21:38:00.000Z,146,2017-03-03T21:38:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-05T11:01:00.000Z,2017-03-03T23:08:00.000Z
08p0b000000MSwXAAW,,0010b00002CfRCzAAN,0Hn0b000000TgXxCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWIGA4,2017-03-03T21:19:00.000Z,2017-03-03T21:19:00.000Z,28,2017-03-03T21:19:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-05T06:22:00.000Z,2017-03-03T22:49:00.000Z
08p0b000000MSwYAAW,,0010b00002CfRCrAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWJGA4,2017-03-03T21:17:00.000Z,2017-03-03T21:17:00.000Z,16,2017-03-03T21:17:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-06T09:41:00.000Z,2017-03-03T22:17:00.000Z
08p0b000000MSwZAAW,,0010b00002CfRC0AAN,0Hn0b000000TgY0CAK,0Hh0b000000LFOGCA4,0WO0b000000VCWKGA4,2017-03-04T17:07:00.000Z,2017-03-04T17:07:00.000Z,77,2017-03-04T17:07:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-08T14:20:00.000Z,2017-03-04T18:37:00.000Z
08p0b000000MSwaAAG,,0010b00002CfRC6AAN,0Hn0b000000TgY2CAK,0Hh0b000000LFOGCA4,0WO0b000000VCWLGA4,2017-03-04T19:08:00.000Z,2017-03-04T17:07:00.000Z,142,2017-03-04T17:07:00.000Z,120,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-08T13:42:00.000Z,2017-03-04T19:07:00.000Z
08p0b000000MSwbAAG,,0010b00002CfRC4AAN,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWMGA4,2017-03-04T16:00:00.000Z,2017-03-04T16:00:00.000Z,35,2017-03-04T16:00:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-06T05:54:00.000Z,2017-03-04T17:00:00.000Z
08p0b000000MSwcAAG,,0010b00002CfRCFAA3,0Hn0b000000TgY1CAK,0Hh0b000000LFOGCA4,0WO0b000000VCWNGA4,2017-03-04T20:35:00.000Z,2017-03-04T20:35:00.000Z,13,2017-03-04T20:35:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-05T14:23:00.000Z,2017-03-04T22:05:00.000Z
08p0b000000MSwdAAG,,0010b00002CfRCDAA3,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWOGA4,2017-03-04T17:10:00.000Z,2017-03-04T17:10:00.000Z,24,2017-03-04T17:10:00.000Z,90,Minutes,Scheduled,2017-05-23T07:00:00.000Z,2017-03-09T04:04:00.000Z,2017-03-04T18:40:00.000Z
08p0b000000MSweAAG,,0010b00002CfRCzAAN,0Hn0b000000TgXuCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWPGA4,2017-03-04T19:31:00.000Z,2017-03-04T19:31:00.000Z,87,2017-03-04T19:31:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-07T13:33:00.000Z,2017-03-04T21:01:00.000Z
08p0b000000MSwfAAG,,0010b00002CfRBrAAN,0Hn0b000000TgXtCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWQGA4,2017-03-05T22:25:00.000Z,2017-03-05T22:25:00.000Z,112,2017-03-05T22:25:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-06T07:15:00.000Z,2017-03-05T23:25:00.000Z
08p0b000000MSwgAAG,,0010b00002CfRBtAAN,0Hn0b000000TgXzCAK,0Hh0b000000LFOGCA4,0WO0b000000VCWRGA4,2017-03-04T18:45:00.000Z,2017-03-04T18:45:00.000Z,87,2017-03-04T18:45:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-03-07T22:15:00.000Z,2017-03-04T19:45:00.000Z
08p0b000000MSzkAAG,,0010b00002CfRCOAA3,0Hn0b000000TgY1CAK,0Hh0b000000LFOGCA4,0WO0b000000VCZVGA4,2017-02-24T17:11:00.000Z,2017-02-24T17:11:00.000Z,40,2017-02-24T17:11:00.000Z,90,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-27T21:47:00.000Z,2017-02-24T18:41:00.000Z
08p0b000000MSzlAAG,,0010b00002CfRCZAA3,,0Hh0b000000LFOGCA4,0WO0b000000VCZWGA4,,,75,2017-02-23T18:38:00.000Z,60,Minutes,Canceled,2017-05-23T07:00:00.000Z,,
08p0b000000MSzmAAG,,0010b00002CfRChAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZXGA4,2017-02-23T21:51:00.000Z,2017-02-23T20:50:00.000Z,67,2017-02-23T20:50:00.000Z,60,Minutes,Scheduled,2017-05-23T07:00:00.000Z,2017-02-26T06:38:00.000Z,2017-02-23T21:50:00.000Z
08p0b000000MSznAAG,,0010b00002CfRCmAAN,0Hn0b000000TgXvCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZYGA4,2017-02-23T22:22:00.000Z,2017-02-23T22:22:00.000Z,73,2017-02-23T22:22:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-26T15:03:00.000Z,2017-02-23T23:22:00.000Z
08p0b000000MSzoAAG,,0010b00002CfRCnAAN,0Hn0b000000TgXwCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZZGA4,2017-02-24T18:14:00.000Z,2017-02-24T18:14:00.000Z,24,2017-02-24T18:14:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-26T08:13:00.000Z,2017-02-24T19:14:00.000Z
08p0b000000MSzpAAG,,0010b00002CfRCzAAN,0Hn0b000000TgXyCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZaGAO,2017-02-24T16:00:00.000Z,2017-02-24T16:00:00.000Z,77,2017-02-24T16:00:00.000Z,120,Minutes,Scheduled,2017-05-23T07:00:00.000Z,2017-03-01T09:00:00.000Z,2017-02-24T18:00:00.000Z
08p0b000000MSzqAAG,,0010b00002CfRC0AAN,0Hn0b000000TgXyCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZbGAO,2017-02-24T18:18:00.000Z,2017-02-24T18:18:00.000Z,11,2017-02-24T18:18:00.000Z,60,Minutes,Completed,2017-02-27T16:33:00.000Z,2017-02-27T16:34:00.000Z,2017-02-24T19:18:00.000Z
08p0b000000MSzrAAG,,0010b00002CfRCxAAN,0Hn0b000000TgXxCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZcGAO,2017-02-22T18:21:00.000Z,2017-02-22T18:21:00.000Z,40,2017-02-22T18:21:00.000Z,60,Minutes,Completed,2017-05-23T07:00:00.000Z,2017-02-25T05:46:00.000Z,2017-02-22T19:21:00.000Z
08p0b000000MSzsAAG,,0010b00002CfRBhAAN,0Hn0b000000TgXxCAK,0Hh0b000000LFOGCA4,0WO0b000000VCZdGAO,2017-02-22T20:29:00.000Z,2017-02-22T20:29:00.000Z,55,2017-02-22T20:29:00.000Z,60,Minutes,Completed,2017-02-24T04:46:00.000Z,2017-02-24T04:47:00.000Z,2017-02-22T21:29:00.000Z
