Month,Store,Item,City,Average Age,Percent Male,Competition,Daily Revenue,Marketing Campaign,Reg Price,Discount,Price,Quantity,Cost,Profit,Profit Linear,Profit Log,Outlier
August,Chicago 1,Cell Phones,Chicago,45,0.522533381,Normal,45410,Bundled,200,0.05,190,239,100,21510,67.7991298,8.018515762,FALSE
August,Boston 2,Cell Phones,Boston,55,0.532518334,High,24890,Buy More & Save,200,0.05,190,131,100,11790,64.27483684,7.535242838,FALSE
August,Boston 1,Cell Phones,Boston,28,0.493682618,Low,25840,Buy More & Save,200,0.05,190,136,100,12240,64.43799855,7.565349677,FALSE
August,New York 4,Computers,New York,37,0.463755335,High,18700,Buy More & Save,1100,0,1100,17,550,9350,63.39013778,7.348871006,FALSE
August,New York 3,Computers,New York,58,0.542493258,Low,22000,Door Buster,1100,0,1100,20,550,11000,63.98839739,7.479496999,FALSE
August,New York 2,Computers,New York,52,0.522533381,High,26400,Buy More & Save,1100,0,1100,24,550,13200,64.78607687,7.626039525,FALSE
August,New York 1,Computers,New York,28,0.47489157,Low,28600,Buy More & Save,1100,0,1100,26,550,14300,65.18491661,7.690374542,FALSE
August,Chicago 3,Computers,Chicago,45,0.49,High,24200,Bundled,1100,0,1100,22,550,12100,64.38723713,7.556103379,FALSE
August,Chicago 2,Computers,Chicago,55,0.450611104,High,19800,Buy More & Save,1100,0,1100,18,550,9900,63.58955765,7.394812575,FALSE
August,Chicago 1,Computers,Chicago,55,0.528809939,High,29700,Buy More & Save,1100,0,1100,27,550,14850,65.38433648,7.720708657,FALSE
August,Boston 2,Computers,Boston,42,0.551365072,Normal,50600,Paper Circular,1100,0,1100,46,550,25300,69.173314,8.1489549,FALSE
August,Boston 1,Computers,Boston,52,0.574857346,Low,55000,Paper Circular,1100,0,1100,50,550,27500,69.97099347,8.215973588,FALSE
August,New York 4,DVD Players,New York,26,0.44498196,High,9562.5,Buy More & Save,150,0.15,127.5,75,75,3937.5,61.42766497,6.653756152,FALSE
August,New York 3,DVD Players,New York,48,0.498697758,Low,8160,Paper Circular,150,0.15,127.5,64,75,3360,61.21827411,6.526275989,FALSE
August,New York 2,DVD Players,New York,53,0.528809939,Low,13770,Bundled,150,0.15,127.5,108,75,5670,62.05583756,6.946841203,FALSE
August,New York 1,DVD Players,New York,41,0.493732773,High,14535,Paper Circular,150,0.15,127.5,114,75,5985,62.17005076,6.990298199,FALSE
August,Chicago 3,DVD Players,Chicago,48,0.477466619,Low,31237.5,Paper Circular,150,0.15,127.5,245,75,12862.5,64.66370558,7.605221591,FALSE
August,Chicago 2,DVD Players,Chicago,41,0.389388896,High,21802.5,Paper Circular,150,0.15,127.5,171,75,8977.5,63.25507614,7.316194282,FALSE
August,Chicago 1,DVD Players,Chicago,52,0.535098387,High,26010,Paper Circular,150,0.15,127.5,204,75,10710,63.88324873,7.458022667,FALSE
August,Boston 2,DVD Players,Boston,30,0.52,Low,18360,Buy More & Save,150,0.15,127.5,144,75,7560,62.74111675,7.178068154,FALSE
August,Boston 1,DVD Players,Boston,52,0.606317382,Low,16575,Bundled,150,0.15,127.5,130,75,6825,62.47461929,7.095860645,FALSE
August,New York 4,Headphones,New York,48,0.47,High,20853,Buy More & Save,70,0.1,63,331,35,9268,63.36040609,7.341790908,FALSE
August,New York 3,Headphones,New York,66,0.492393568,Low,19278,Buy More & Save,70,0.1,63,306,35,8568,63.10659898,7.278669111,FALSE
August,New York 2,Headphones,New York,38,0.472272793,Low,29169,Bundled,70,0.1,63,463,35,12964,64.70050761,7.611539282,FALSE
August,New York 1,Headphones,New York,22,0.544093541,High,40446,Bundled,70,0.1,63,642,35,17976,66.5177665,7.874256834,FALSE
August,Chicago 3,Headphones,Chicago,57,0.553311441,Low,12978,Door Buster,70,0.1,63,206,35,5768,62.09137056,6.960614638,FALSE
August,Chicago 2,Headphones,Chicago,38,0.383223899,High,7182,Bundled,70,0.1,63,114,35,3192,61.15736041,6.48504856,FALSE
August,Chicago 1,Headphones,Chicago,32,0.472272793,High,14616,Buy More & Save,70,0.1,63,232,35,6496,62.35532995,7.056150357,FALSE
August,Boston 2,Headphones,Boston,48,0.52,Low,17955,Buy More & Save,70,0.1,63,285,35,7980,62.89340102,7.22152515,FALSE
August,Boston 1,Headphones,Boston,46,0.587364881,High,15687,Paper Circular,70,0.1,63,249,35,6972,62.52791878,7.11298857,FALSE
August,New York 4,Home Audio,New York,52,0.520291666,Low,47200,Bundled,400,0,400,118,200,23600,68.55692531,8.093047311,FALSE
August,New York 3,Home Audio,New York,49,0.548749723,Normal,36800,Paper Circular,400,0,400,92,200,18400,66.67150109,7.892994963,FALSE
August,New York 2,Home Audio,New York,36,0.478597229,Low,54400,Buy More & Save,400,0,400,136,200,27200,69.862219,8.207157135,FALSE
August,New York 1,Home Audio,New York,35,0.481182534,Low,57600,Buy More & Save,400,0,400,144,200,28800,70.44234953,8.253098703,FALSE
August,Chicago 3,Home Audio,Chicago,47,0.464901613,Normal,27200,Buy More & Save,400,0,400,68,200,13600,64.9311095,7.650034102,FALSE
August,Chicago 2,Home Audio,Chicago,46,0.432217413,High,21600,Bundled,400,0,400,54,200,10800,63.91588107,7.46474872,FALSE
August,Chicago 1,Home Audio,Chicago,52,0.45313651,High,36000,Paper Circular,400,0,400,90,200,18000,66.52646846,7.875329227,FALSE
August,Boston 2,Home Audio,Boston,51,0.494931743,High,42000,Buy More & Save,400,0,400,105,200,21000,67.6142132,7.999229167,FALSE
August,Boston 1,Home Audio,Boston,48,0.531370709,High,43600,Paper Circular,400,0,400,109,200,21800,67.90427846,8.029279719,FALSE
August,New York 4,Tablets,New York,43,0.463755335,Low,49000,Buy More & Save,700,0,700,70,350,24500,68.88324873,8.123129108,FALSE
August,New York 3,Tablets,New York,71,0.55501804,Low,38500,Bundled,700,0,700,55,350,19250,66.97969543,7.929293022,FALSE
August,New York 2,Tablets,New York,55,0.56686349,High,53900,Paper Circular,700,0,700,77,350,26950,69.7715736,8.199735488,FALSE
August,New York 1,Tablets,New York,15,0.506267227,High,40600,Bundled,700,0,700,58,350,20300,67.36040609,7.971980502,FALSE
August,Chicago 3,Tablets,Chicago,53,0.471190061,High,34300,Bundled,700,0,700,49,350,17150,66.21827411,7.836448541,FALSE
August,Chicago 2,Tablets,Chicago,38,0.432217413,Low,32900,Bundled,700,0,700,47,350,16450,65.96446701,7.802953751,FALSE
August,Chicago 1,Tablets,Chicago,30,0.472272793,High,19600,Bundled,700,0,700,28,350,9800,63.55329949,7.386652518,FALSE
August,Boston 2,Tablets,Boston,40,0.501212642,High,73500,Buy More & Save,700,0,700,105,350,36750,73.3248731,8.44902519,FALSE
August,Boston 1,Tablets,Boston,47,0.606317382,High,32200,Buy More & Save,700,0,700,46,350,16100,65.83756345,7.785667953,FALSE
August,New York 4,TVs,New York,47,0.44498196,Low,20900,Buy More & Save,1000,0.05,950,22,500,9900,63.58955765,7.394812575,FALSE
August,New York 3,TVs,New York,52,0.523755335,High,16150,Door Buster,1000,0.05,950,17,500,7650,62.77374909,7.187580201,FALSE
August,New York 2,TVs,New York,52,0.45313651,High,18050,Buy More & Save,1000,0.05,950,19,500,8550,63.10007252,7.276978766,FALSE
August,New York 1,TVs,New York,38,0.462257696,Low,36100,Paper Circular,1000,0.05,950,38,500,17100,66.20014503,7.834101799,FALSE
August,Chicago 3,TVs,Chicago,47,0.49,Low,34200,Buy More & Save,1000,0.05,950,36,500,16200,65.87382161,7.790644803,FALSE
August,Chicago 2,TVs,Chicago,60,0.450611104,High,12350,Buy More & Save,1000,0.05,950,13,500,5850,62.12110225,6.971960705,FALSE
August,Chicago 1,TVs,Chicago,49,0.528809939,High,38000,Buy More & Save,1000,0.05,950,40,500,18000,66.52646846,7.875329227,FALSE
August,Boston 2,TVs,Boston,28,0.52,High,19000,Paper Circular,1000,0.05,950,20,500,9000,63.26323423,7.318206194,FALSE
August,Boston 1,TVs,Boston,26,0.562413012,High,19000,Bundled,1000,0.05,950,20,500,9000,63.26323423,7.318206194,FALSE
August,New York 4,Video Games,New York,43,0.526681454,Normal,1170,Paper Circular,50,0.1,45,26,25,520,60.18854242,5.026568918,FALSE
August,New York 3,Video Games,New York,55,0.466891237,High,0,Buy More & Save,50,0.1,45,0,25,0,60,0,FALSE
August,New York 2,Video Games,New York,55,0.465924096,High,720,Buy More & Save,50,0.1,45,16,25,320,60.11602611,4.636337818,FALSE
August,New York 1,Video Games,New York,31,0.556886244,Low,2835,Buy More & Save,50,0.1,45,63,25,1260,60.45685279,5.737926006,FALSE
August,Chicago 3,Video Games,Chicago,33,0.49,High,900,Bundled,50,0.1,45,20,25,400,60.14503263,4.815691375,FALSE
August,Chicago 2,Video Games,Chicago,37,0.358284646,High,0,Buy More & Save,50,0.1,45,0,25,0,60,0,FALSE
August,Chicago 1,Video Games,Chicago,42,0.478597229,Normal,1800,Buy More & Save,50,0.1,45,40,25,800,60.29006526,5.372814408,FALSE
August,Boston 2,Video Games,Boston,35,0.551365072,Low,2070,Door Buster,50,0.1,45,46,25,920,60.33357505,5.485149276,FALSE
August,Boston 1,Video Games,Boston,47,0.543795445,Low,1980,Bundled,50,0.1,45,44,25,880,60.31907179,5.449420788,FALSE
August,New York 4,Cables,New York,52,0.406891237,High,6358,Bundled,20,0.15,17,374,10,2618,60.94923858,6.32571385,FALSE
August,New York 3,Cables,New York,64,0.567606432,High,4760,Door Buster,20,0.15,17,280,10,1960,60.7106599,6.093052896,FALSE
August,New York 2,Cables,New York,48,0.522533381,High,7463,Buy More & Save,20,0.15,17,439,10,3073,61.1142132,6.45451104,FALSE
August,New York 1,Cables,New York,35,0.537742304,Low,7225,Paper Circular,20,0.15,17,425,10,2975,61.0786802,6.428461026,FALSE
August,Chicago 3,Cables,Chicago,57,0.43954682,High,5950,Door Buster,20,0.15,17,350,10,2450,60.88832487,6.272406453,FALSE
August,Chicago 2,Cables,Chicago,34,0.42,High,4964,Buy More & Save,20,0.15,17,292,10,2044,60.74111675,6.126781984,FALSE
August,Chicago 1,Cables,Chicago,45,0.484901613,Normal,8449,Buy More & Save,20,0.15,17,497,10,3479,61.26142132,6.554249942,FALSE
August,Boston 2,Cables,Boston,32,0.532518334,Normal,9452,Bundled,20,0.15,17,556,10,3892,61.41116751,6.644414194,FALSE
August,Boston 1,Cables,Boston,39,0.593652606,Low,10200,Door Buster,20,0.15,17,600,10,4200,61.52284264,6.705629545,FALSE
August,New York 4,Cameras,New York,35,0.501302242,High,69120,Paper Circular,300,0.1,270,256,150,30720,71.13850616,8.304972097,FALSE
August,New York 3,Cameras,New York,48,0.593108763,High,41310,Buy More & Save,300,0.15,255,162,150,17010,66.16751269,7.829860319,FALSE
August,New York 2,Cameras,New York,64,0.541402771,Low,79110,Paper Circular,300,0.1,270,293,150,35160,72.74836838,8.413475626,FALSE
August,New York 1,Cameras,New York,14,0.468584663,High,62100,Buy More & Save,300,0.1,270,230,150,27600,70.00725163,8.218891046,FALSE
August,Chicago 3,Cameras,Chicago,42,0.445924096,Low,61830,Bundled,300,0.1,270,229,150,27480,69.96374184,8.215388824,FALSE
August,Chicago 2,Cameras,Chicago,49,0.42,Low,62100,Bundled,300,0.1,270,230,150,27600,70.00725163,8.218891046,FALSE
August,Chicago 1,Cameras,Chicago,47,0.51,High,69390,Buy More & Save,300,0.1,270,257,150,30840,71.18201595,8.308105663,FALSE
August,Boston 2,Cameras,Boston,52,0.456764563,High,46710,Bundled,300,0.1,270,173,150,20760,67.52719362,7.989990461,FALSE
August,Boston 1,Cameras,Boston,24,0.531370709,Low,43200,Paper Circular,300,0.1,270,160,150,19200,66.96156635,7.927202621,FALSE
August,New York 4,Cell Phones,New York,35,0.526681454,Low,31920,Bundled,200,0.05,190,168,100,15120,65.4822335,7.735191186,FALSE
August,New York 3,Cell Phones,New York,52,0.523755335,Normal,23180,Bundled,200,0.05,190,122,100,10980,63.98114576,7.47803429,FALSE
August,New York 2,Cell Phones,New York,62,0.45313651,Low,37240,Paper Circular,200,0.05,190,196,100,17640,66.39593909,7.859091127,FALSE
August,New York 1,Cell Phones,New York,45,0.436663224,High,35720,Buy More & Save,200,0.05,190,188,100,16920,66.13488035,7.825596337,FALSE
August,Chicago 3,Cell Phones,Chicago,48,0.527727207,Low,38760,Buy More & Save,200,0.05,190,204,100,18360,66.65699782,7.89124576,FALSE
August,Chicago 2,Cell Phones,Chicago,48,0.42,High,28500,Bundled,200,0.05,190,150,100,13500,64.89485134,7.644102277,FALSE
August,Chicago 1,Cell Phones,Chicago,51,0.535098387,Low,44840,Bundled,200,0.05,190,236,100,21240,67.70123278,8.008362887,FALSE
August,Boston 2,Cell Phones,Boston,55,0.5262572,High,24320,Paper Circular,200,0.05,190,128,100,11520,64.17693981,7.516622114,FALSE
August,Boston 1,Cell Phones,Boston,24,0.487296592,High,23180,Door Buster,200,0.05,190,122,100,10980,63.98114576,7.47803429,FALSE
August,New York 4,Computers,New York,51,0.44498196,High,15400,Bundled,1100,0,1100,14,550,7700,62.79187817,7.192816432,FALSE
August,New York 3,Computers,New York,51,0.55501804,Low,22000,Paper Circular,1100,0,1100,20,550,11000,63.98839739,7.479496999,FALSE
August,New York 2,Computers,New York,43,0.51626472,Normal,29700,Buy More & Save,1100,0,1100,27,550,14850,65.38433648,7.720708657,FALSE
August,New York 1,Computers,New York,35,0.556886244,Low,28600,Bundled,1100,0,1100,26,550,14300,65.18491661,7.690374542,FALSE
August,Chicago 3,Computers,Chicago,34,0.553311441,Low,26400,Buy More & Save,1100,0,1100,24,550,13200,64.78607687,7.626039525,FALSE
August,Chicago 2,Computers,Chicago,58,0.42,Low,23100,Bundled,1100,0,1100,21,550,11550,64.18781726,7.518712515,FALSE
August,Chicago 1,Computers,Chicago,38,0.528809939,High,31900,Bundled,1100,0,1100,29,550,15950,65.78317621,7.778144416,FALSE
August,Boston 2,Computers,Boston,33,0.463204774,Low,57200,Buy More & Save,1100,0,1100,52,550,28600,70.36983321,8.247497575,FALSE
August,Boston 1,Computers,Boston,30,0.525142654,High,46200,Door Buster,1100,0,1100,42,550,23100,68.37563452,8.075835548,FALSE
August,New York 4,DVD Players,New York,37,0.526681454,High,10200,Door Buster,150,0,150,68,75,5100,61.84916606,6.861684119,FALSE
August,New York 3,DVD Players,New York,72,0.542493258,High,7012.5,Paper Circular,150,0.15,127.5,55,75,2887.5,61.04695431,6.404466449,FALSE
August,New York 2,DVD Players,New York,62,0.541402771,Low,13642.5,Paper Circular,150,0.15,127.5,107,75,5617.5,62.03680203,6.939364325,FALSE
August,New York 1,DVD Players,New York,18,0.455906459,High,16702.5,Buy More & Save,150,0.15,127.5,131,75,6877.5,62.49365482,7.102019746,FALSE
August,Chicago 3,DVD Players,Chicago,42,0.502533381,Low,29452.5,Bundled,150,0.15,127.5,231,75,12127.5,64.39720812,7.557928031,FALSE
August,Chicago 2,DVD Players,Chicago,50,0.444465654,Low,23715,Buy More & Save,150,0.15,127.5,186,75,9765,63.54060914,7.383776814,FALSE
August,Chicago 1,DVD Players,Chicago,56,0.50373528,High,34170,Paper Circular,150,0.15,127.5,268,75,14070,65.10152284,7.677341864,FALSE
August,Boston 2,DVD Players,Boston,28,0.5262572,Low,19635,Buy More & Save,150,0.15,127.5,154,75,8085,62.93147208,7.232031948,FALSE
August,Boston 1,DVD Players,Boston,35,0.587364881,High,12367.5,Bundled,150,0.15,127.5,97,75,5092.5,61.8464467,6.860501251,FALSE
August,New York 4,Headphones,New York,29,0.476244665,Low,26649,Bundled,70,0.1,63,423,35,11844,64.29441624,7.53891577,FALSE
August,New York 3,Headphones,New York,55,0.561302242,Low,24003,Bundled,70,0.1,63,381,35,10668,63.8680203,7.454864476,FALSE
August,New York 2,Headphones,New York,65,0.573311441,Low,29925,Door Buster,70,0.1,63,475,35,13300,64.82233503,7.632105657,FALSE
August,New York 1,Headphones,New York,33,0.518817466,High,40068,Paper Circular,70,0.1,63,636,35,17808,66.45685279,7.866709749,FALSE
August,Chicago 3,Headphones,Chicago,51,0.48373528,Low,13167,Paper Circular,70,0.1,63,209,35,5852,62.12182741,6.972235447,FALSE
August,Chicago 2,Headphones,Chicago,62,0.383223899,High,6867,Paper Circular,70,0.1,63,109,35,3052,61.10659898,6.448999531,FALSE
August,Chicago 1,Headphones,Chicago,33,0.484901613,Low,18522,Buy More & Save,70,0.1,63,294,35,8232,62.98477157,7.246514478,FALSE
August,Boston 2,Headphones,Boston,28,0.52,High,15246,Paper Circular,70,0.1,63,242,35,6776,62.45685279,7.090069256,FALSE
August,Boston 1,Headphones,Boston,43,0.487296592,Low,19026,Bundled,70,0.1,63,302,35,8456,63.06598985,7.268093187,FALSE
August,New York 4,Home Audio,New York,34,0.482493258,High,41600,Bundled,400,0,400,104,200,20800,67.54169688,7.991537638,FALSE
August,New York 3,Home Audio,New York,53,0.473318546,Low,40400,Bundled,400,0,400,101,200,20200,67.32414793,7.968011316,FALSE
August,New York 2,Home Audio,New York,43,0.51626472,Low,57600,Paper Circular,400,0,400,144,200,28800,70.44234953,8.253098703,FALSE
August,New York 1,Home Audio,New York,30,0.512538396,Normal,54800,Buy More & Save,400,0,400,137,200,27400,69.93473532,8.213045503,FALSE
August,Chicago 3,Home Audio,Chicago,34,0.553311441,High,26400,Buy More & Save,400,0,400,66,200,13200,64.78607687,7.626039525,FALSE
August,Chicago 2,Home Audio,Chicago,53,0.364570044,Normal,20800,Buy More & Save,400,0,400,52,200,10400,63.77084844,7.434414606,FALSE
August,Chicago 1,Home Audio,Chicago,43,0.45954682,Low,37200,Buy More & Save,400,0,400,93,200,18600,66.7440174,7.90168433,FALSE
August,Boston 2,Home Audio,Boston,31,0.5137428,Low,42000,Buy More & Save,400,0,400,105,200,21000,67.6142132,7.999229167,FALSE
August,Boston 1,Home Audio,Boston,55,0.506347394,Low,44400,Bundled,400,0,400,111,200,22200,68.04931109,8.043893915,FALSE
August,New York 4,Tablets,New York,42,0.482493258,High,25900,Paper Circular,700,0,700,37,350,12950,64.69543147,7.610670823,FALSE
August,New York 3,Tablets,New York,58,0.548749723,Low,38500,Bundled,700,0,700,55,350,19250,66.97969543,7.929293022,FALSE
August,New York 2,Tablets,New York,38,0.522533381,Low,62300,Buy More & Save,700,0,700,89,350,31150,71.29441624,8.316144613,FALSE
August,New York 1,Tablets,New York,32,0.462257696,Low,56000,Buy More & Save,700,0,700,80,350,28000,70.15228426,8.230456118,FALSE
August,Chicago 3,Tablets,Chicago,43,0.54045318,Low,36400,Buy More & Save,700,0,700,52,350,18200,66.59898477,7.884210628,FALSE
August,Chicago 2,Tablets,Chicago,59,0.364570044,Low,32900,Bundled,700,0,700,47,350,16450,65.96446701,7.802953751,FALSE
August,Chicago 1,Tablets,Chicago,40,0.50373528,Low,45500,Paper Circular,700,0,700,65,350,22750,68.24873096,8.063564185,FALSE
August,Boston 2,Tablets,Boston,55,0.545068257,High,68600,Door Buster,700,0,700,98,350,34300,72.43654822,8.393571574,FALSE
August,Boston 1,Tablets,Boston,28,0.506347394,High,30800,Buy More & Save,700,0,700,44,350,15400,65.58375635,7.749939465,FALSE
August,New York 4,TVs,New York,36,0.47,Normal,19950,Paper Circular,1000,0.05,950,21,500,9450,63.42639594,7.35742171,FALSE
August,New York 3,TVs,New York,71,0.536244665,Low,17100,Bundled,1000,0.05,950,18,500,8100,62.9369108,7.23352177,FALSE
August,New York 2,TVs,New York,49,0.573311441,Low,24700,Paper Circular,1000,0.05,950,26,500,11700,64.2422045,7.529083738,FALSE
August,New York 1,TVs,New York,38,0.537742304,High,21850,Bundled,1000,0.05,950,23,500,10350,63.75271936,7.430541063,FALSE
August,Chicago 3,TVs,Chicago,45,0.445924096,High,26600,Bundled,1000,0.05,950,28,500,12600,64.56852792,7.588648661,FALSE
August,Chicago 2,TVs,Chicago,52,0.42,High,15200,Bundled,1000,0.05,950,16,500,7200,62.61058738,7.138852638,FALSE
August,Chicago 1,TVs,Chicago,35,0.446688559,Low,41800,Door Buster,1000,0.05,950,44,500,19800,67.1791153,7.951935607,FALSE
August,Boston 2,TVs,Boston,26,0.456764563,High,19000,Buy More & Save,1000,0.05,950,20,500,9000,63.26323423,7.318206194,FALSE
August,Boston 1,TVs,Boston,41,0.562413012,High,25650,Paper Circular,1000,0.05,950,27,500,12150,64.40536621,7.559417852,FALSE
August,New York 3,Video Games,New York,70,0.55501804,High,0,Door Buster,50,0.05,47.5,0,25,0,60,0,FALSE
August,New York 2,Video Games,New York,45,0.484901613,High,675,Bundled,50,0.1,45,15,25,300,60.10877447,4.584464425,FALSE
August,New York 1,Video Games,New York,26,0.443113756,High,2700,Bundled,50,0.1,45,60,25,1200,60.4350979,5.69871049,FALSE
August,Chicago 3,Video Games,Chicago,48,0.464901613,Low,990,Bundled,50,0.1,45,22,25,440,60.1595359,4.892297755,FALSE
August,Chicago 2,Video Games,Chicago,65,0.377035253,High,0,Bundled,50,0.1,45,0,25,0,60,0,FALSE
August,Chicago 1,Video Games,Chicago,25,0.522533381,High,1665,Buy More & Save,50,0.1,45,37,25,740,60.26831037,5.310152145,FALSE
August,Boston 2,Video Games,Boston,50,0.551365072,Low,2070,Paper Circular,50,0.1,45,46,25,920,60.33357505,5.485149276,FALSE
August,Boston 1,Video Games,Boston,31,0.512635119,Low,2250,Door Buster,50,0.1,45,50,25,1000,60.36258158,5.552167964,FALSE
August,New York 4,Cables,New York,48,0.426065196,Low,7106,Bundled,20,0.15,17,418,10,2926,61.06091371,6.415112415,FALSE
August,New York 3,Cables,New York,47,0.567606432,High,5236,Paper Circular,20,0.15,17,308,10,2156,60.78172589,6.169659277,FALSE
August,New York 2,Cables,New York,53,0.478597229,Low,8279,Bundled,20,0.15,17,487,10,3409,61.23604061,6.537912822,FALSE
August,New York 1,Cables,New York,29,0.506267227,High,6528,Paper Circular,20,0.15,17,384,10,2688,60.97461929,6.346922432,FALSE
August,Chicago 3,Cables,Chicago,34,0.471190061,Low,6698,Buy More & Save,20,0.15,17,394,10,2758,61,6.367585746,FALSE
August,Chicago 2,Cables,Chicago,50,0.364570044,Normal,5015,Buy More & Save,20,0.15,17,295,10,2065,60.74873096,6.134997646,FALSE
August,Chicago 1,Cables,Chicago,51,0.491190061,Low,9350,Paper Circular,20,0.15,17,550,10,3850,61.39593909,6.6356934,FALSE
August,Boston 2,Cables,Boston,35,0.5137428,High,9180,Paper Circular,20,0.15,17,540,10,3780,61.37055838,6.620945121,FALSE
August,Boston 1,Cables,Boston,35,0.612703408,Normal,9214,Buy More & Save,20,0.15,17,542,10,3794,61.37563452,6.623916506,FALSE
August,New York 4,Cameras,New York,24,0.426065196,High,67500,Bundled,300,0.1,270,250,150,30000,70.87744743,8.285909734,FALSE
August,New York 3,Cameras,New York,51,0.542493258,Low,48600,Bundled,300,0.1,270,180,150,21600,67.83176215,8.021871753,FALSE
August,New York 2,Cameras,New York,66,0.497466619,High,66420,Bundled,300,0.1,270,246,150,29520,70.70340827,8.272945604,FALSE
August,New York 1,Cameras,New York,19,0.537742304,Low,75330,Paper Circular,300,0.1,270,279,150,33480,72.13923133,8.374122939,FALSE
August,Chicago 3,Cameras,Chicago,35,0.553311441,Low,58860,Bundled,300,0.1,270,218,150,26160,69.48513416,8.175822245,FALSE
August,Chicago 2,Cameras,Chicago,60,0.377035253,Low,64260,Bundled,300,0.1,270,238,150,28560,70.35532995,8.24637265,FALSE
August,Chicago 1,Cameras,Chicago,51,0.535098387,High,66150,Buy More & Save,300,0.1,270,245,150,29400,70.65989848,8.269671633,FALSE
August,Boston 2,Cameras,Boston,30,0.532518334,Normal,52110,Buy More & Save,300,0.1,270,193,150,23160,68.39738941,8.077920526,FALSE
August,Boston 1,Cameras,Boston,48,0.562413012,Low,46710,Bundled,300,0.1,270,173,150,20760,67.52719362,7.989990461,FALSE
August,New York 4,Cell Phones,New York,45,0.463755335,Low,32300,Bundled,200,0.05,190,170,100,15300,65.54749819,7.744703234,FALSE
August,New York 3,Cell Phones,New York,67,0.567606432,High,21280,Buy More & Save,200,0.05,190,112,100,10080,63.65482234,7.409295104,FALSE
August,New York 2,Cell Phones,New York,52,0.56045318,Low,38000,Buy More & Save,200,0.05,190,200,100,18000,66.52646846,7.875329227,FALSE
August,New York 1,Cell Phones,New York,46,0.518817466,Low,41420,Buy More & Save,200,0.05,190,218,100,19620,67.11385062,7.944595295,FALSE
August,Chicago 3,Cell Phones,Chicago,43,0.54686349,High,34580,Bundled,200,0.05,190,182,100,16380,65.93908629,7.799526204,FALSE
August,Chicago 2,Cell Phones,Chicago,61,0.438335738,High,30400,Bundled,200,0.05,190,160,100,14400,65.22117476,7.695975671,FALSE
August,Chicago 1,Cell Phones,Chicago,34,0.56045318,High,38000,Buy More & Save,200,0.05,190,200,100,18000,66.52646846,7.875329227,FALSE
August,Boston 2,Cell Phones,Boston,54,0.501212642,High,22990,Bundled,200,0.05,190,121,100,10890,63.94851342,7.471418955,FALSE
August,Boston 1,Cell Phones,Boston,46,0.537586988,Normal,24130,Buy More & Save,200,0.05,190,127,100,11430,64.14430747,7.510318092,FALSE
August,New York 4,Computers,New York,46,0.457506742,Low,29700,Paper Circular,1100,0,1100,27,550,14850,65.38433648,7.720708657,FALSE
August,New York 3,Computers,New York,54,0.580291666,Low,24200,Bundled,1100,0,1100,22,550,12100,64.38723713,7.556103379,FALSE
August,New York 2,Computers,New York,40,0.484901613,Low,29700,Paper Circular,1100,0,1100,27,550,14850,65.38433648,7.720708657,FALSE
August,New York 1,Computers,New York,45,0.512538396,High,22000,Buy More & Save,1100,0,1100,20,550,11000,63.98839739,7.479496999,FALSE
August,Chicago 3,Computers,Chicago,45,0.534075904,Low,27500,Buy More & Save,1100,0,1100,25,550,13750,64.98549674,7.658850556,FALSE
August,Chicago 2,Computers,Chicago,41,0.395534346,High,19800,Bundled,1100,0,1100,18,550,9900,63.58955765,7.394812575,FALSE
August,Chicago 1,Computers,Chicago,29,0.56686349,High,30800,Buy More & Save,1100,0,1100,28,550,15400,65.58375635,7.749939465,FALSE
August,Boston 2,Computers,Boston,25,0.538787358,High,50600,Buy More & Save,1100,0,1100,46,550,25300,69.173314,8.1489549,FALSE
August,Boston 1,Computers,Boston,48,0.506347394,Low,58300,Paper Circular,1100,0,1100,53,550,29150,70.56925308,8.262807726,FALSE
August,New York 4,DVD Players,New York,38,0.457506742,High,10837.5,Buy More & Save,150,0.15,127.5,85,75,4462.5,61.6180203,6.754357109,FALSE
August,New York 3,DVD Players,New York,52,0.580291666,Low,8032.5,Paper Circular,150,0.15,127.5,63,75,3307.5,61.19923858,6.513618111,FALSE
August,New York 2,DVD Players,New York,58,0.51626472,Low,12622.5,Buy More & Save,150,0.15,127.5,99,75,5197.5,61.88451777,6.876905058,FALSE
August,New York 1,DVD Players,New York,31,0.506267227,Normal,17595,Buy More & Save,150,0.15,127.5,138,75,7245,62.62690355,7.143860496,FALSE
August,Chicago 3,DVD Players,Chicago,33,0.426688559,Low,30090,Bundled,150,0.15,127.5,236,75,12390,64.49238579,7.575139794,FALSE
August,Chicago 2,DVD Players,Chicago,60,0.426106786,High,21037.5,Door Buster,150,0.15,127.5,165,75,8662.5,63.14086294,7.287485565,FALSE
August,Chicago 1,DVD Players,Chicago,31,0.56686349,High,23842.5,Buy More & Save,150,0.15,127.5,187,75,9817.5,63.55964467,7.388086522,FALSE
August,Boston 2,DVD Players,Boston,43,0.475977008,Normal,17977.5,Bundled,150,0.15,127.5,141,75,7402.5,62.68401015,7.161146294,FALSE
August,Boston 1,DVD Players,Boston,35,0.518898817,Low,15555,Buy More & Save,150,0.15,127.5,122,75,6405,62.32233503,7.044811197,FALSE
August,New York 4,Headphones,New York,56,0.426065196,Low,25074,Paper Circular,70,0.1,63,398,35,11144,64.04060914,7.489950655,FALSE
