"DiscountPercentage","InitialPlannedQuantity","Name","PricebookEntry.External_Id__c","SalesAgreement.External_Id__c","SalesPrice","External_Id__c","LastProcessedDate","analyticsdemo_batch_id__c"
18,36,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.86",5880,"MFG_SalesAgreementProduct.372","2019-10-24","20191024191458752523"
2,216,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.60",7275,"MFG_SalesAgreementProduct.373","2019-10-24","20191024191458752523"
18,48,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.78",5248,"MFG_SalesAgreementProduct.374","2019-10-24","20191024191458752523"
13,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.77",7380,"MFG_SalesAgreementProduct.375","2019-10-24","20191024191458752523"
18,162,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.105",10790,"MFG_SalesAgreementProduct.376","2019-10-24","20191024191458752523"
9,120,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.28",3895,"MFG_SalesAgreementProduct.377","2019-10-24","20191024191458752523"
10,72,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.33",6318,"MFG_SalesAgreementProduct.378","2019-10-24","20191024191458752523"
2,12,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.77",18450,"MFG_SalesAgreementProduct.379","2019-10-24","20191024191458752523"
5,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.50",5313,"MFG_SalesAgreementProduct.380","2019-10-24","20191024191458752523"
12,54,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.66",4132,"MFG_SalesAgreementProduct.381","2019-10-24","20191024191458752523"
3,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.46",6570,"MFG_SalesAgreementProduct.382","2019-10-24","20191024191458752523"
7,360,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.98",632,"MFG_SalesAgreementProduct.383","2019-10-24","20191024191458752523"
13,54,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.72",5347,"MFG_SalesAgreementProduct.384","2019-10-24","20191024191458752523"
12,24,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.98",4116,"MFG_SalesAgreementProduct.385","2019-10-24","20191024191458752523"
18,324,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.83",4050,"MFG_SalesAgreementProduct.386","2019-10-24","20191024191458752523"
9,180,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.26",6975,"MFG_SalesAgreementProduct.387","2019-10-24","20191024191458752523"
11,288,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.104",3330,"MFG_SalesAgreementProduct.388","2019-10-24","20191024191458752523"
8,72,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.12",17425,"MFG_SalesAgreementProduct.389","2019-10-24","20191024191458752523"
15,768,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.46",750,"MFG_SalesAgreementProduct.390","2019-10-24","20191024191458752523"
13,72,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.13",3864,"MFG_SalesAgreementProduct.391","2019-10-24","20191024191458752523"
19,12,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.87",4025,"MFG_SalesAgreementProduct.392","2019-10-24","20191024191458752523"
2,162,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.61",10010,"MFG_SalesAgreementProduct.393","2019-10-24","20191024191458752523"
2,432,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.105",4655,"MFG_SalesAgreementProduct.394","2019-10-24","20191024191458752523"
6,180,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.23",4197,"MFG_SalesAgreementProduct.395","2019-10-24","20191024191458752523"
12,666,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.102",1228,"MFG_SalesAgreementProduct.396","2019-10-24","20191024191458752523"
4,72,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.27",20500,"MFG_SalesAgreementProduct.397","2019-10-24","20191024191458752523"
5,324,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.11",4715,"MFG_SalesAgreementProduct.398","2019-10-24","20191024191458752523"
17,432,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.60",4864,"MFG_SalesAgreementProduct.399","2019-10-24","20191024191458752523"
2,108,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.51",4500,"MFG_SalesAgreementProduct.400","2019-10-24","20191024191458752523"
16,24,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.98",6900,"MFG_SalesAgreementProduct.401","2019-10-24","20191024191458752523"
3,126,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.102",5760,"MFG_SalesAgreementProduct.402","2019-10-24","20191024191458752523"
16,216,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.13",6825,"MFG_SalesAgreementProduct.403","2019-10-24","20191024191458752523"
19,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.38",15015,"MFG_SalesAgreementProduct.404","2019-10-24","20191024191458752523"
0,90,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.37",5250,"MFG_SalesAgreementProduct.405","2019-10-24","20191024191458752523"
19,252,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.80",3690,"MFG_SalesAgreementProduct.406","2019-10-24","20191024191458752523"
16,228,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.86",1188,"MFG_SalesAgreementProduct.407","2019-10-24","20191024191458752523"
15,378,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.83",5750,"MFG_SalesAgreementProduct.408","2019-10-24","20191024191458752523"
5,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.65",10530,"MFG_SalesAgreementProduct.409","2019-10-24","20191024191458752523"
16,486,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.95",4772,"MFG_SalesAgreementProduct.410","2019-10-24","20191024191458752523"
0,216,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.80",4275,"MFG_SalesAgreementProduct.411","2019-10-24","20191024191458752523"
12,108,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.102",4320,"MFG_SalesAgreementProduct.412","2019-10-24","20191024191458752523"
2,6,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.87",14820,"MFG_SalesAgreementProduct.413","2019-10-24","20191024191458752523"
16,126,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.18",3915,"MFG_SalesAgreementProduct.414","2019-10-24","20191024191458752523"
20,324,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.63",6600,"MFG_SalesAgreementProduct.415","2019-10-24","20191024191458752523"
10,378,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.94",4740,"MFG_SalesAgreementProduct.416","2019-10-24","20191024191458752523"
4,72,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.68",19885,"MFG_SalesAgreementProduct.417","2019-10-24","20191024191458752523"
0,126,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.51",1420,"MFG_SalesAgreementProduct.418","2019-10-24","20191024191458752523"
16,120,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.17",3752,"MFG_SalesAgreementProduct.419","2019-10-24","20191024191458752523"
1,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.67",7110,"MFG_SalesAgreementProduct.420","2019-10-24","20191024191458752523"
14,84,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.31",4620,"MFG_SalesAgreementProduct.421","2019-10-24","20191024191458752523"
18,48,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.31",6600,"MFG_SalesAgreementProduct.422","2019-10-24","20191024191458752523"
1,594,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.61",3562,"MFG_SalesAgreementProduct.423","2019-10-24","20191024191458752523"
12,24,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.54",6885,"MFG_SalesAgreementProduct.424","2019-10-24","20191024191458752523"
7,24,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.16",4715,"MFG_SalesAgreementProduct.425","2019-10-24","20191024191458752523"
0,288,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.71",4607,"MFG_SalesAgreementProduct.426","2019-10-24","20191024191458752523"
6,36,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.44",3066,"MFG_SalesAgreementProduct.427","2019-10-24","20191024191458752523"
6,108,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.25",6075,"MFG_SalesAgreementProduct.428","2019-10-24","20191024191458752523"
11,162,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.63",11960,"MFG_SalesAgreementProduct.429","2019-10-24","20191024191458752523"
13,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.34",6072,"MFG_SalesAgreementProduct.430","2019-10-24","20191024191458752523"
17,432,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.95",3150,"MFG_SalesAgreementProduct.431","2019-10-24","20191024191458752523"
17,42,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.87",4860,"MFG_SalesAgreementProduct.432","2019-10-24","20191024191458752523"
3,366,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.8",780,"MFG_SalesAgreementProduct.433","2019-10-24","20191024191458752523"
5,1458,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.61",696,"MFG_SalesAgreementProduct.434","2019-10-24","20191024191458752523"
12,72,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.98",6272,"MFG_SalesAgreementProduct.435","2019-10-24","20191024191458752523"
20,432,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.72",3240,"MFG_SalesAgreementProduct.436","2019-10-24","20191024191458752523"
13,1980,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.14",860,"MFG_SalesAgreementProduct.437","2019-10-24","20191024191458752523"
14,54,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.87",4275,"MFG_SalesAgreementProduct.438","2019-10-24","20191024191458752523"
6,126,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.18",5100,"MFG_SalesAgreementProduct.439","2019-10-24","20191024191458752523"
20,162,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.23",4512,"MFG_SalesAgreementProduct.440","2019-10-24","20191024191458752523"
6,360,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.78",790,"MFG_SalesAgreementProduct.441","2019-10-24","20191024191458752523"
6,72,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.39",9490,"MFG_SalesAgreementProduct.442","2019-10-24","20191024191458752523"
0,180,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.42",1960,"MFG_SalesAgreementProduct.443","2019-10-24","20191024191458752523"
18,252,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.13",5312,"MFG_SalesAgreementProduct.444","2019-10-24","20191024191458752523"
3,54,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.88",4887,"MFG_SalesAgreementProduct.445","2019-10-24","20191024191458752523"
5,162,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.37",4417,"MFG_SalesAgreementProduct.446","2019-10-24","20191024191458752523"
5,288,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.13",5175,"MFG_SalesAgreementProduct.447","2019-10-24","20191024191458752523"
17,72,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.14",4025,"MFG_SalesAgreementProduct.448","2019-10-24","20191024191458752523"
13,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.9",19110,"MFG_SalesAgreementProduct.449","2019-10-24","20191024191458752523"
4,810,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.36",1012,"MFG_SalesAgreementProduct.450","2019-10-24","20191024191458752523"
0,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.102",12220,"MFG_SalesAgreementProduct.451","2019-10-24","20191024191458752523"
16,1890,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.84",1282,"MFG_SalesAgreementProduct.452","2019-10-24","20191024191458752523"
6,1170,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.24",730,"MFG_SalesAgreementProduct.453","2019-10-24","20191024191458752523"
13,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.49",11570,"MFG_SalesAgreementProduct.454","2019-10-24","20191024191458752523"
10,864,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.20",1000,"MFG_SalesAgreementProduct.455","2019-10-24","20191024191458752523"
16,162,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.48",4657,"MFG_SalesAgreementProduct.456","2019-10-24","20191024191458752523"
9,126,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.40",3960,"MFG_SalesAgreementProduct.457","2019-10-24","20191024191458752523"
1,612,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.47",940,"MFG_SalesAgreementProduct.458","2019-10-24","20191024191458752523"
4,204,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.8",1323,"MFG_SalesAgreementProduct.459","2019-10-24","20191024191458752523"
10,24,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.97",6075,"MFG_SalesAgreementProduct.460","2019-10-24","20191024191458752523"
15,108,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.26",6624,"MFG_SalesAgreementProduct.461","2019-10-24","20191024191458752523"
11,180,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.68",6975,"MFG_SalesAgreementProduct.462","2019-10-24","20191024191458752523"
0,108,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.91",7371,"MFG_SalesAgreementProduct.463","2019-10-24","20191024191458752523"
20,180,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.35",4025,"MFG_SalesAgreementProduct.464","2019-10-24","20191024191458752523"
11,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.64",8190,"MFG_SalesAgreementProduct.465","2019-10-24","20191024191458752523"
4,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.34",8010,"MFG_SalesAgreementProduct.466","2019-10-24","20191024191458752523"
5,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.33",5934,"MFG_SalesAgreementProduct.467","2019-10-24","20191024191458752523"
4,48,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.79",6975,"MFG_SalesAgreementProduct.468","2019-10-24","20191024191458752523"
12,162,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.95",5934,"MFG_SalesAgreementProduct.469","2019-10-24","20191024191458752523"
19,36,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.21",20295,"MFG_SalesAgreementProduct.470","2019-10-24","20191024191458752523"
5,36,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.99",5727,"MFG_SalesAgreementProduct.471","2019-10-24","20191024191458752523"
7,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.86",15210,"MFG_SalesAgreementProduct.472","2019-10-24","20191024191458752523"
0,144,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.33",4992,"MFG_SalesAgreementProduct.473","2019-10-24","20191024191458752523"
0,54,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.55",4600,"MFG_SalesAgreementProduct.474","2019-10-24","20191024191458752523"
16,2214,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.94",1120,"MFG_SalesAgreementProduct.475","2019-10-24","20191024191458752523"
20,18,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.76",7209,"MFG_SalesAgreementProduct.476","2019-10-24","20191024191458752523"
0,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.29",8550,"MFG_SalesAgreementProduct.477","2019-10-24","20191024191458752523"
9,108,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.61",20295,"MFG_SalesAgreementProduct.478","2019-10-24","20191024191458752523"
6,36,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.30",7614,"MFG_SalesAgreementProduct.479","2019-10-24","20191024191458752523"
18,222,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.7",1215,"MFG_SalesAgreementProduct.480","2019-10-24","20191024191458752523"
4,186,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.77",600,"MFG_SalesAgreementProduct.481","2019-10-24","20191024191458752523"
19,180,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.11",5700,"MFG_SalesAgreementProduct.482","2019-10-24","20191024191458752523"
13,486,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.93",4715,"MFG_SalesAgreementProduct.483","2019-10-24","20191024191458752523"
14,1008,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.11",672,"MFG_SalesAgreementProduct.484","2019-10-24","20191024191458752523"
14,18,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.97",5865,"MFG_SalesAgreementProduct.485","2019-10-24","20191024191458752523"
0,624,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.30",910,"MFG_SalesAgreementProduct.486","2019-10-24","20191024191458752523"
0,378,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.105",1560,"MFG_SalesAgreementProduct.487","2019-10-24","20191024191458752523"
4,216,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.26",1700,"MFG_SalesAgreementProduct.488","2019-10-24","20191024191458752523"
9,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.22",7740,"MFG_SalesAgreementProduct.489","2019-10-24","20191024191458752523"
17,96,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.56",5232,"MFG_SalesAgreementProduct.490","2019-10-24","20191024191458752523"
0,1000,"Backhoe R1","PricebookEntry.068","MFG_SalesAgreement.2",19500,"MFG_SalesAgreementProduct.492","2019-10-24","20191024191458752523"
0,800,"Backhoe R2","PricebookEntry.069","MFG_SalesAgreement.2",20500,"MFG_SalesAgreementProduct.493","2019-10-24","20191024191458752523"
3,200,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.3",5750,"MFG_SalesAgreementProduct.494","2019-10-24","20191024191458752523"
4,150,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.3",8100,"MFG_SalesAgreementProduct.495","2019-10-24","20191024191458752523"
5,800,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.4",6000,"MFG_SalesAgreementProduct.496","2019-10-24","20191024191458752523"
5,700,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.4",6400,"MFG_SalesAgreementProduct.497","2019-10-24","20191024191458752523"
5,800,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.4",9000,"MFG_SalesAgreementProduct.498","2019-10-24","20191024191458752523"
0,1000,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.5",6900,"MFG_SalesAgreementProduct.499","2019-10-24","20191024191458752523"
0,1000,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.5",7500,"MFG_SalesAgreementProduct.500","2019-10-24","20191024191458752523"
0,1000,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.6",4200,"MFG_SalesAgreementProduct.501","2019-10-24","20191024191458752523"
0,1000,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.6",5750,"MFG_SalesAgreementProduct.502","2019-10-24","20191024191458752523"
8,3402,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.84",760,"MFG_SalesAgreementProduct.503","2019-10-24","20191024191458752523"
19,36,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.45",10010,"MFG_SalesAgreementProduct.504","2019-10-24","20191024191458752523"
19,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.22",12090,"MFG_SalesAgreementProduct.505","2019-10-24","20191024191458752523"
0,144,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.33",3420,"MFG_SalesAgreementProduct.506","2019-10-24","20191024191458752523"
2,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.81",10920,"MFG_SalesAgreementProduct.507","2019-10-24","20191024191458752523"
19,72,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.44",1600,"MFG_SalesAgreementProduct.508","2019-10-24","20191024191458752523"
11,54,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.40",3066,"MFG_SalesAgreementProduct.509","2019-10-24","20191024191458752523"
4,24,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.32",15990,"MFG_SalesAgreementProduct.510","2019-10-24","20191024191458752523"
0,162,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.75",10530,"MFG_SalesAgreementProduct.511","2019-10-24","20191024191458752523"
5,270,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.61",7275,"MFG_SalesAgreementProduct.512","2019-10-24","20191024191458752523"
5,108,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.20",4185,"MFG_SalesAgreementProduct.513","2019-10-24","20191024191458752523"
11,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.53",6750,"MFG_SalesAgreementProduct.514","2019-10-24","20191024191458752523"
5,126,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.39",3690,"MFG_SalesAgreementProduct.515","2019-10-24","20191024191458752523"
3,324,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.84",4365,"MFG_SalesAgreementProduct.516","2019-10-24","20191024191458752523"
10,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.66",11830,"MFG_SalesAgreementProduct.517","2019-10-24","20191024191458752523"
8,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.78",9000,"MFG_SalesAgreementProduct.518","2019-10-24","20191024191458752523"
18,144,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.33",5462,"MFG_SalesAgreementProduct.519","2019-10-24","20191024191458752523"
0,252,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.12",5775,"MFG_SalesAgreementProduct.520","2019-10-24","20191024191458752523"
1,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.57",18135,"MFG_SalesAgreementProduct.521","2019-10-24","20191024191458752523"
6,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.104",12870,"MFG_SalesAgreementProduct.522","2019-10-24","20191024191458752523"
4,54,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.35",3486,"MFG_SalesAgreementProduct.523","2019-10-24","20191024191458752523"
8,144,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.71",6375,"MFG_SalesAgreementProduct.524","2019-10-24","20191024191458752523"
18,972,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.57",696,"MFG_SalesAgreementProduct.525","2019-10-24","20191024191458752523"
15,432,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.72",4260,"MFG_SalesAgreementProduct.526","2019-10-24","20191024191458752523"
17,936,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.51",920,"MFG_SalesAgreementProduct.527","2019-10-24","20191024191458752523"
0,162,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.38",4542,"MFG_SalesAgreementProduct.528","2019-10-24","20191024191458752523"
1,120,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.46",3942,"MFG_SalesAgreementProduct.529","2019-10-24","20191024191458752523"
14,42,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.9",3915,"MFG_SalesAgreementProduct.530","2019-10-24","20191024191458752523"
2,72,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.19",5994,"MFG_SalesAgreementProduct.531","2019-10-24","20191024191458752523"
8,324,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.75",3870,"MFG_SalesAgreementProduct.532","2019-10-24","20191024191458752523"
5,540,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.74",4025,"MFG_SalesAgreementProduct.533","2019-10-24","20191024191458752523"
0,222,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.55",1242,"MFG_SalesAgreementProduct.534","2019-10-24","20191024191458752523"
4,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.15",6930,"MFG_SalesAgreementProduct.535","2019-10-24","20191024191458752523"
16,180,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.103",1900,"MFG_SalesAgreementProduct.536","2019-10-24","20191024191458752523"
3,36,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.43",6072,"MFG_SalesAgreementProduct.537","2019-10-24","20191024191458752523"
12,42,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.97",5568,"MFG_SalesAgreementProduct.538","2019-10-24","20191024191458752523"
3,360,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.80",4025,"MFG_SalesAgreementProduct.539","2019-10-24","20191024191458752523"
16,288,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.92",5347,"MFG_SalesAgreementProduct.540","2019-10-24","20191024191458752523"
11,324,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.103",4370,"MFG_SalesAgreementProduct.541","2019-10-24","20191024191458752523"
16,288,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.57",5405,"MFG_SalesAgreementProduct.542","2019-10-24","20191024191458752523"
1,162,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.50",4427,"MFG_SalesAgreementProduct.543","2019-10-24","20191024191458752523"
19,48,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.96",4260,"MFG_SalesAgreementProduct.544","2019-10-24","20191024191458752523"
4,126,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.35",1440,"MFG_SalesAgreementProduct.545","2019-10-24","20191024191458752523"
17,72,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.46",5340,"MFG_SalesAgreementProduct.546","2019-10-24","20191024191458752523"
9,132,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.16",3610,"MFG_SalesAgreementProduct.547","2019-10-24","20191024191458752523"
18,18,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.36",5117,"MFG_SalesAgreementProduct.548","2019-10-24","20191024191458752523"
2,36,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.90",13650,"MFG_SalesAgreementProduct.549","2019-10-24","20191024191458752523"
1,36,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.96",1780,"MFG_SalesAgreementProduct.550","2019-10-24","20191024191458752523"
9,36,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.80",8730,"MFG_SalesAgreementProduct.551","2019-10-24","20191024191458752523"
19,774,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.49",1053,"MFG_SalesAgreementProduct.552","2019-10-24","20191024191458752523"
9,108,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.70",10790,"MFG_SalesAgreementProduct.553","2019-10-24","20191024191458752523"
10,108,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.19",5640,"MFG_SalesAgreementProduct.554","2019-10-24","20191024191458752523"
3,528,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.15",1039,"MFG_SalesAgreementProduct.555","2019-10-24","20191024191458752523"
11,18,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.54",6279,"MFG_SalesAgreementProduct.556","2019-10-24","20191024191458752523"
8,300,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.9",960,"MFG_SalesAgreementProduct.557","2019-10-24","20191024191458752523"
18,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.25",6279,"MFG_SalesAgreementProduct.558","2019-10-24","20191024191458752523"
