BillingCountry,BillingPostalCode,BillingStreet,BillingCity,BillingState,Country,lon,lat,latlong,Address
Japan,444-3335,中村町一丁目２−４,岡崎市,愛知県,JP,137.13676741,34.89753114,"34.89753114,137.13676741",愛知県岡崎市中村町一丁目２−４
Japan,151-0071,千駄ケ谷四丁目３−４,渋谷区,東京都,JP,139.70517672,35.68125935,"35.68125935,139.70517672",東京都渋谷区千駄ケ谷四丁目３−４
Japan,060-0054,南十五条西十九丁目２−７,札幌市中央区,北海道,JP,141.32969152,43.03830796,"43.03830796,141.32969152",北海道札幌市中央区南十五条西十九丁目２−７
Japan,191-0014,旭が丘三丁目２−４,日野市,東京都,JP,139.37019136,35.65558634,"35.65558634,139.37019136",東京都日野市旭が丘三丁目２−４
Japan,816-0811,岡本二丁目３−４,春日市,福岡県,JP,130.45055643,33.53978956,"33.53978956,130.45055643",福岡県春日市岡本二丁目３−４
Japan,320-0027,塙田五丁目２−６,宇都宮市,栃木県,JP,139.8865787,36.56788794,"36.56788794,139.8865787",栃木県宇都宮市塙田五丁目２−６
Japan,160-0015,原町二丁目３−４,新宿区,東京都,JP,139.72487463,35.7002958,"35.7002958,139.72487463",東京都新宿区原町二丁目３−４
Japan,444-3525,花崗町二丁目３−１,岡崎市,愛知県,JP,137.16924411,34.95966385,"34.95966385,137.16924411",愛知県岡崎市花崗町二丁目３−１
Japan,175-0045,中台一丁目２−６,板橋区,東京都,JP,139.67853483,35.76772843,"35.76772843,139.67853483",東京都板橋区中台一丁目２−６
Japan,320-0807,松が峰二丁目２−８,宇都宮市,栃木県,JP,139.88106476,36.55556462,"36.55556462,139.88106476",栃木県宇都宮市松が峰二丁目２−８
Japan,445-0075,住崎六丁目３−１,西尾市,愛知県,JP,137.04161156,34.85681312,"34.85681312,137.04161156",愛知県西尾市住崎六丁目３−１
Japan,664-0026,中野北二丁目２−６,伊丹市,兵庫県,JP,135.3842514,34.79403865,"34.79403865,135.3842514",兵庫県伊丹市中野北二丁目２−６
Japan,154-0023,上祖師谷一丁目１−７,世田谷区,東京都,JP,139.60085834,35.66239543,"35.66239543,139.60085834",東京都世田谷区上祖師谷一丁目１−７
Japan,260-0016,栄町一丁目１−８,千葉市中央区,千葉県,JP,140.11967012,35.61383802,"35.61383802,140.11967012",千葉県千葉市中央区栄町一丁目１−８
Japan,486-0956,知多町三丁目２−３,春日井市,愛知県,JP,136.94425024,35.23388734,"35.23388734,136.94425024",愛知県春日井市知多町三丁目２−３
Japan,333-0845,西青木一丁目２−２,川口市,埼玉県,JP,139.71334842,35.81329303,"35.81329303,139.71334842",埼玉県川口市西青木一丁目２−２
Japan,479-0855,泉町三丁目１−９,常滑市,愛知県,JP,136.85590476,34.87675358,"34.87675358,136.85590476",愛知県常滑市泉町三丁目１−９
Japan,463-0085,大字川二丁目３−６,名古屋市守山区,愛知県,JP,136.95810363,35.21735553,"35.21735553,136.95810363",愛知県名古屋市守山区大字川二丁目３−６
Japan,221-0036,新子安二丁目１−３,横浜市神奈川区,神奈川県,JP,139.65183859,35.49058587,"35.49058587,139.65183859",神奈川県横浜市神奈川区新子安二丁目１−３
Japan,983-0803,出花三丁目１−２,仙台市宮城野区,宮城県,JP,140.9889883,38.27853193,"38.27853193,140.9889883",宮城県仙台市宮城野区出花三丁目１−２
Japan,321-0933,簗瀬二丁目１−２,宇都宮市,栃木県,JP,139.89421613,36.55224793,"36.55224793,139.89421613",栃木県宇都宮市簗瀬二丁目１−２
Japan,145-0061,平和島五丁目３−２,大田区,東京都,JP,139.74548963,35.57687931,"35.57687931,139.74548963",東京都大田区平和島五丁目３−２
Japan,440-0072,豊清町二丁目１−６,豊橋市,愛知県,JP,137.4703185,34.71252157,"34.71252157,137.4703185",愛知県豊橋市豊清町二丁目１−６
Japan,811-0122,湊坂四丁目２−６,糟屋郡新宮町,福岡県,JP,130.43000582,33.70870349,"33.70870349,130.43000582",福岡県糟屋郡新宮町湊坂四丁目２−６
Japan,136-0076,毛利二丁目３−８,江東区,東京都,JP,139.81831197,35.68993606,"35.68993606,139.81831197",東京都江東区毛利二丁目３−８
Japan,329-0403,医大前三丁目２−４,下野市,栃木県,JP,139.85530845,36.39587437,"36.39587437,139.85530845",栃木県下野市医大前三丁目２−４
Japan,177-0031,大泉学園町八丁目１−８,練馬区,東京都,JP,139.59490239,35.77352648,"35.77352648,139.59490239",東京都練馬区大泉学園町八丁目１−８
Japan,143-0006,田園調布南二丁目１−８,大田区,東京都,JP,139.67469217,35.58098585,"35.58098585,139.67469217",東京都大田区田園調布南二丁目１−８
Japan,454-0818,前田西町二丁目１−７,名古屋市中川区,愛知県,JP,136.8311306,35.1381352,"35.1381352,136.8311306",愛知県名古屋市中川区前田西町二丁目１−７
Japan,814-0132,東油山二丁目２−９,福岡市城南区,福岡県,JP,130.37813542,33.54058378,"33.54058378,130.37813542",福岡県福岡市城南区東油山二丁目２−９
Japan,567-0874,郡四丁目１−３,茨木市,大阪府,JP,135.5582895,34.8332738,"34.8332738,135.5582895",大阪府茨木市郡四丁目１−３
Japan,166-0015,高井戸西三丁目３−９,杉並区,東京都,JP,139.61134952,35.68854676,"35.68854676,139.61134952",東京都杉並区高井戸西三丁目３−９
Japan,064-0807,南一条西二十三丁目２−６,札幌市中央区,北海道,JP,141.3220669,43.05497277,"43.05497277,141.3220669",北海道札幌市中央区南一条西二十三丁目２−６
Japan,602-8036,中社町一丁目２−５,京都市上京区,京都府,JP,135.74621571,35.03415862,"35.03415862,135.74621571",京都府京都市上京区中社町一丁目２−５
Japan,224-0055,加賀原一丁目１−３,横浜市都筑区,神奈川県,JP,139.55859688,35.5241038,"35.5241038,139.55859688",神奈川県横浜市都筑区加賀原一丁目１−３
Japan,610-0312,飯岡大森二丁目３−６,京田辺市,京都府,JP,135.79525272,34.81379323,"34.81379323,135.79525272",京都府京田辺市飯岡大森二丁目３−６
Japan,735-0013,浜田二丁目２−８,安芸郡府中町,広島県,JP,132.50828988,34.38613222,"34.38613222,132.50828988",広島県安芸郡府中町浜田二丁目２−８
Japan,181-0004,上連雀六丁目１−６,三鷹市,東京都,JP,139.55861201,35.69057457,"35.69057457,139.55861201",東京都三鷹市上連雀六丁目１−６
Japan,664-0858,東有岡三丁目１−２,伊丹市,兵庫県,JP,135.42420859,34.77447046,"34.77447046,135.42420859",兵庫県伊丹市東有岡三丁目１−２
Japan,321-0941,東今泉一丁目１−６,宇都宮市,栃木県,JP,139.91625514,36.55854,"36.55854,139.91625514",栃木県宇都宮市東今泉一丁目１−６
Japan,448-0811,宝町八丁目１−４,刈谷市,愛知県,JP,136.99202171,34.99239058,"34.99239058,136.99202171",愛知県刈谷市宝町八丁目１−４
Japan,243-0027,飯山一丁目２−２,厚木市,神奈川県,JP,139.31932203,35.47308232,"35.47308232,139.31932203",神奈川県厚木市飯山一丁目２−２
Japan,153-0042,青葉台一丁目３−４,目黒区,東京都,JP,139.69601737,35.64759581,"35.64759581,139.69601737",東京都目黒区青葉台一丁目３−４
Japan,191-0064,高幡二丁目１−７,日野市,東京都,JP,139.41487418,35.66163294,"35.66163294,139.41487418",東京都日野市高幡二丁目１−７
Japan,320-0053,戸祭台一丁目３−３,宇都宮市,栃木県,JP,139.87666044,36.58243207,"36.58243207,139.87666044",栃木県宇都宮市戸祭台一丁目３−３
Japan,811-1132,梅林六丁目１−６,福岡市早良区,福岡県,JP,130.35055287,33.5420673,"33.5420673,130.35055287",福岡県福岡市早良区梅林六丁目１−６
Japan,458-0837,赤松二丁目３−７,名古屋市緑区,愛知県,JP,137.01795461,35.10134052,"35.10134052,137.01795461",愛知県名古屋市緑区赤松二丁目３−７
Japan,983-0003,栄一丁目２−７,仙台市宮城野区,宮城県,JP,140.97849116,38.27795896,"38.27795896,140.97849116",宮城県仙台市宮城野区栄一丁目２−７
Japan,110-0008,浅草橋二丁目３−１,台東区,東京都,JP,139.7846322,35.69972201,"35.69972201,139.7846322",東京都台東区浅草橋二丁目３−１
Japan,323-0158,東城南三丁目１−８,小山市,栃木県,JP,139.81435634,36.29118427,"36.29118427,139.81435634",栃木県小山市東城南三丁目１−８
Japan,486-0804,上条町九丁目２−９,春日井市,愛知県,JP,136.98759398,35.22990717,"35.22990717,136.98759398",愛知県春日井市上条町九丁目２−９
Japan,920-1316,瓢箪町二丁目３−８,金沢市,石川県,JP,136.65786026,36.57705686,"36.57705686,136.65786026",石川県金沢市瓢箪町二丁目３−８
Japan,003-0822,菊水元町一丁目２−１,札幌市白石区,北海道,JP,141.39311285,43.06880314,"43.06880314,141.39311285",北海道札幌市白石区菊水元町一丁目２−１
Japan,230-0076,上末吉五丁目１−１,横浜市鶴見区,神奈川県,JP,139.66267621,35.53349594,"35.53349594,139.66267621",神奈川県横浜市鶴見区上末吉五丁目１−１
Japan,321-0961,今泉新町一丁目３−１,宇都宮市,栃木県,JP,139.91004801,36.57431766,"36.57431766,139.91004801",栃木県宇都宮市今泉新町一丁目３−１
Japan,135-0016,三好一丁目３−４,江東区,東京都,JP,139.79981256,35.6805287,"35.6805287,139.79981256",東京都江東区三好一丁目３−４
Japan,476-0005,新宝町一丁目１−１,東海市,愛知県,JP,136.89222956,35.05684037,"35.05684037,136.89222956",愛知県東海市新宝町一丁目１−１
Japan,657-0001,国玉通四丁目２−４,神戸市灘区,兵庫県,JP,135.21674332,34.71821304,"34.71821304,135.21674332",兵庫県神戸市灘区国玉通四丁目２−４
Japan,333-0853,弥平一丁目３−３,川口市,埼玉県,JP,139.74697291,35.80202027,"35.80202027,139.74697291",埼玉県川口市弥平一丁目３−３
Japan,920-1303,高尾一丁目２−３,金沢市,石川県,JP,136.64006848,36.52218543,"36.52218543,136.64006848",石川県金沢市高尾一丁目２−３
Japan,550-0013,九条一丁目２−９,大阪市西区,大阪府,JP,135.4750987,34.67429562,"34.67429562,135.4750987",大阪府大阪市西区九条一丁目２−９
Japan,176-0024,練馬四丁目１−４,練馬区,東京都,JP,139.6488124,35.74332608,"35.74332608,139.6488124",東京都練馬区練馬四丁目１−４
Japan,214-0001,宿河原七丁目２−１,川崎市多摩区,神奈川県,JP,139.58776469,35.6170418,"35.6170418,139.58776469",神奈川県川崎市多摩区宿河原七丁目２−１
Japan,810-0045,草香江一丁目１−２,福岡市中央区,福岡県,JP,130.37477965,33.58151382,"33.58151382,130.37477965",福岡県福岡市中央区草香江一丁目１−２
Japan,984-0812,元茶畑二丁目２−３,仙台市若林区,宮城県,JP,140.89270959,38.25010713,"38.25010713,140.89270959",宮城県仙台市若林区元茶畑二丁目２−３
Japan,594-0003,鶴山台二丁目２−５,和泉市,大阪府,JP,135.45116963,34.50242597,"34.50242597,135.45116963",大阪府和泉市鶴山台二丁目２−５
Japan,444-0414,東幡豆町一丁目３−５,西尾市,愛知県,JP,137.15413261,34.80266655,"34.80266655,137.15413261",愛知県西尾市東幡豆町一丁目３−５
Japan,902-0068,樋川二丁目３−１,那覇市,沖縄県,JP,127.6909976,26.21053063,"26.21053063,127.6909976",沖縄県那覇市樋川二丁目３−１
Japan,447-0843,日進町四丁目３−４,碧南市,愛知県,JP,137.00125661,34.87587779,"34.87587779,137.00125661",愛知県碧南市日進町四丁目３−４
Japan,440-0855,東新町二丁目２−２,豊橋市,愛知県,JP,137.40406071,34.76272396,"34.76272396,137.40406071",愛知県豊橋市東新町二丁目２−２
Japan,463-0052,小幡一丁目１−６,名古屋市守山区,愛知県,JP,136.97714724,35.20272729,"35.20272729,136.97714724",愛知県名古屋市守山区小幡一丁目１−６
Japan,130-0014,八広六丁目１−７,墨田区,東京都,JP,139.82881374,35.72768039,"35.72768039,139.82881374",東京都墨田区八広六丁目１−７
Japan,330-0044,常盤十丁目３−３,さいたま市浦和区,埼玉県,JP,139.63894076,35.87093619,"35.87093619,139.63894076",埼玉県さいたま市浦和区常盤十丁目３−３
Japan,521-1146,柳川町一丁目３−８,彦根市,滋賀県,JP,136.15559595,35.22742482,"35.22742482,136.15559595",滋賀県彦根市柳川町一丁目３−８
Japan,465-0066,梅森坂五丁目３−５,名古屋市名東区,愛知県,JP,137.01732372,35.13923756,"35.13923756,137.01732372",愛知県名古屋市名東区梅森坂五丁目３−５
Japan,113-0033,小日向四丁目３−７,文京区,東京都,JP,139.7378205,35.71529691,"35.71529691,139.7378205",東京都文京区小日向四丁目３−７
Japan,334-0053,川口四丁目３−８,川口市,埼玉県,JP,139.71398797,35.80380333,"35.80380333,139.71398797",埼玉県川口市川口四丁目３−８
Japan,533-0003,柴島二丁目１−１,大阪市東淀川区,大阪府,JP,135.51285939,34.72534408,"34.72534408,135.51285939",大阪府大阪市東淀川区柴島二丁目１−１
Japan,266-0026,平山町二丁目３−１,千葉市緑区,千葉県,JP,140.19519799,35.57414348,"35.57414348,140.19519799",千葉県千葉市緑区平山町二丁目３−１
Japan,156-0055,喜多見四丁目２−３,世田谷区,東京都,JP,139.59434028,35.62973655,"35.62973655,139.59434028",東京都世田谷区喜多見四丁目２−３
Japan,162-0836,西早稲田一丁目３−７,新宿区,東京都,JP,139.71855362,35.71070991,"35.71070991,139.71855362",東京都新宿区西早稲田一丁目３−７
Japan,440-0834,飯村北四丁目３−４,豊橋市,愛知県,JP,137.43047719,34.74753526,"34.74753526,137.43047719",愛知県豊橋市飯村北四丁目３−４
Japan,703-8282,浜一丁目１−４,岡山市中区,岡山県,JP,133.93638508,34.67305337,"34.67305337,133.93638508",岡山県岡山市中区浜一丁目１−４
Japan,274-0817,高根台六丁目１−１,船橋市,千葉県,JP,140.03653036,35.72921788,"35.72921788,140.03653036",千葉県船橋市高根台六丁目１−１
Japan,343-0001,大字西方二丁目３−９,越谷市,埼玉県,JP,139.79972325,35.87968831,"35.87968831,139.79972325",埼玉県越谷市大字西方二丁目３−９
Japan,464-0074,徳川山町四丁目３−８,名古屋市千種区,愛知県,JP,136.96942768,35.17197485,"35.17197485,136.96942768",愛知県名古屋市千種区徳川山町四丁目３−８
Japan,468-0001,植田山五丁目２−４,名古屋市天白区,愛知県,JP,136.9842848,35.14392323,"35.14392323,136.9842848",愛知県名古屋市天白区植田山五丁目２−４
Japan,445-0072,住吉町五丁目１−８,西尾市,愛知県,JP,137.05650749,34.86185393,"34.86185393,137.05650749",愛知県西尾市住吉町五丁目１−８
Japan,474-0037,半月町二丁目１−４,大府市,愛知県,JP,136.94186837,35.00245996,"35.00245996,136.94186837",愛知県大府市半月町二丁目１−４
Japan,447-0079,丸山町六丁目２−４,碧南市,愛知県,JP,136.99675345,34.9077441,"34.9077441,136.99675345",愛知県碧南市丸山町六丁目２−４
Japan,981-0954,上杉二丁目３−８,仙台市青葉区,宮城県,JP,140.87134665,38.27375535,"38.27375535,140.87134665",宮城県仙台市青葉区上杉二丁目３−８
Japan,458-0042,定納山一丁目２−５,名古屋市緑区,愛知県,JP,136.93404244,35.05438576,"35.05438576,136.93404244",愛知県名古屋市緑区定納山一丁目２−５
Japan,064-0807,南一条西二十一丁目３−５,札幌市中央区,北海道,JP,141.32582805,43.05543913,"43.05543913,141.32582805",北海道札幌市中央区南一条西二十一丁目３−５
Japan,157-0064,深沢五丁目１−６,世田谷区,東京都,JP,139.64894837,35.61811024,"35.61811024,139.64894837",東京都世田谷区深沢五丁目１−６
Japan,173-0013,上板橋一丁目２−６,板橋区,東京都,JP,139.67716044,35.76257565,"35.76257565,139.67716044",東京都板橋区上板橋一丁目２−６
Japan,465-0013,名東本通三丁目１−１,名古屋市名東区,愛知県,JP,136.99349336,35.16086447,"35.16086447,136.99349336",愛知県名古屋市名東区名東本通三丁目１−１
Japan,441-8131,東小田原町一丁目２−６,豊橋市,愛知県,JP,137.38601888,34.75965493,"34.75965493,137.38601888",愛知県豊橋市東小田原町一丁目２−６
Japan,920-0339,横川七丁目１−１,金沢市,石川県,JP,136.62542905,36.54361113,"36.54361113,136.62542905",石川県金沢市横川七丁目１−１
Japan,451-0075,清里町二丁目３−１,名古屋市西区,愛知県,JP,136.89429016,35.23228559,"35.23228559,136.89429016",愛知県名古屋市西区清里町二丁目３−１
Japan,813-0042,筥松三丁目２−１,福岡市東区,福岡県,JP,130.42909906,33.62483076,"33.62483076,130.42909906",福岡県福岡市東区筥松三丁目２−１
Japan,901-0154,古波蔵三丁目１−７,那覇市,沖縄県,JP,127.68468656,26.20000455,"26.20000455,127.68468656",沖縄県那覇市古波蔵三丁目１−７
Japan,437-1115,堀越一丁目３−６,袋井市,静岡県,JP,137.91396162,34.75247625,"34.75247625,137.91396162",静岡県袋井市堀越一丁目３−６
Japan,700-0065,野田四丁目２−５,岡山市北区,岡山県,JP,133.89800752,34.65585653,"34.65585653,133.89800752",岡山県岡山市北区野田四丁目２−５
Japan,156-0043,砧三丁目２−５,世田谷区,東京都,JP,139.61348564,35.63662742,"35.63662742,139.61348564",東京都世田谷区砧三丁目２−５
Japan,165-0035,中央三丁目３−９,中野区,東京都,JP,139.67270535,35.70003301,"35.70003301,139.67270535",東京都中野区中央三丁目３−９
Japan,606-0822,上高野小野町一丁目１−７,京都市左京区,京都府,JP,135.79603027,35.06472056,"35.06472056,135.79603027",京都府京都市左京区上高野小野町一丁目１−７
Japan,243-0027,飯山二丁目２−２,厚木市,神奈川県,JP,139.31811449,35.47299056,"35.47299056,139.31811449",神奈川県厚木市飯山二丁目２−２
Japan,811-0215,香住ヶ丘二丁目２−２,福岡市東区,福岡県,JP,130.43997592,33.67114861,"33.67114861,130.43997592",福岡県福岡市東区香住ヶ丘二丁目２−２
Japan,904-0031,安慶田一丁目２−１,沖縄市,沖縄県,JP,127.81142623,26.33492922,"26.33492922,127.81142623",沖縄県沖縄市安慶田一丁目２−１
Japan,445-0031,伊藤三丁目２−６,西尾市,愛知県,JP,137.05345675,34.87851823,"34.87851823,137.05345675",愛知県西尾市伊藤三丁目２−６
Japan,351-0014,宮戸二丁目３−８,朝霞市,埼玉県,JP,139.58546576,35.82548055,"35.82548055,139.58546576",埼玉県朝霞市宮戸二丁目３−８
Japan,224-0007,東山田三丁目１−７,横浜市都筑区,神奈川県,JP,139.60001836,35.55978346,"35.55978346,139.60001836",神奈川県横浜市都筑区東山田三丁目１−７
Japan,320-0063,弥生一丁目１−１,宇都宮市,栃木県,JP,139.86676028,36.543793,"36.543793,139.86676028",栃木県宇都宮市弥生一丁目１−１
Japan,251-0042,本藤沢二丁目２−４,藤沢市,神奈川県,JP,139.46929136,35.35192219,"35.35192219,139.46929136",神奈川県藤沢市本藤沢二丁目２−４
Japan,321-0983,御幸町一丁目２−３,宇都宮市,栃木県,JP,139.91965151,36.57864301,"36.57864301,139.91965151",栃木県宇都宮市御幸町一丁目２−３
Japan,060-0020,北七条西二十一丁目３−５,札幌市中央区,北海道,JP,141.32315214,43.06511346,"43.06511346,141.32315214",北海道札幌市中央区北七条西二十一丁目３−５
Japan,132-0023,一之江二丁目１−５,江戸川区,東京都,JP,139.88329045,35.69498169,"35.69498169,139.88329045",東京都江戸川区一之江二丁目１−５
Japan,062-0052,月寒東二条十七丁目１−１,札幌市豊平区,北海道,JP,141.41639726,43.01829299,"43.01829299,141.41639726",北海道札幌市豊平区月寒東二条十七丁目１−１
Japan,105-0012,海岸二丁目１−８,港区,東京都,JP,139.7596123,35.64996408,"35.64996408,139.7596123",東京都港区海岸二丁目１−８
Japan,701-0165,大内田一丁目２−４,岡山市北区,岡山県,JP,133.84018016,34.62724214,"34.62724214,133.84018016",岡山県岡山市北区大内田一丁目２−４
Japan,533-0032,下新庄六丁目３−７,大阪市東淀川区,大阪府,JP,135.52523965,34.7473839,"34.7473839,135.52523965",大阪府大阪市東淀川区下新庄六丁目３−７
Japan,060-0055,南十七条西五丁目１−２,札幌市中央区,北海道,JP,141.35287119,43.03814517,"43.03814517,141.35287119",北海道札幌市中央区南十七条西五丁目１−２
Japan,157-0063,大蔵三丁目２−９,世田谷区,東京都,JP,139.60878666,35.63340447,"35.63340447,139.60878666",東京都世田谷区大蔵三丁目２−９
Japan,985-0852,留ケ谷三丁目２−８,多賀城市,宮城県,JP,141.00772386,38.30171279,"38.30171279,141.00772386",宮城県多賀城市留ケ谷三丁目２−８
Japan,003-0813,菊水上町二条四丁目３−８,札幌市白石区,北海道,JP,141.39135106,43.06164324,"43.06164324,141.39135106",北海道札幌市白石区菊水上町二条四丁目３−８
Japan,444-3614,柱六丁目３−８,岡崎市,愛知県,JP,137.15544491,34.92150416,"34.92150416,137.15544491",愛知県岡崎市柱六丁目３−８
Japan,475-0942,緑ケ丘四丁目１−５,半田市,愛知県,JP,136.95229613,34.9342379,"34.9342379,136.95229613",愛知県半田市緑ケ丘四丁目１−５
Japan,448-0014,青山町二丁目２−１,刈谷市,愛知県,JP,137.0086499,35.01033637,"35.01033637,137.0086499",愛知県刈谷市青山町二丁目２−１
Japan,525-0047,若草三丁目２−２,草津市,滋賀県,JP,135.97093276,34.9873003,"34.9873003,135.97093276",滋賀県草津市若草三丁目２−２
Japan,323-0052,大字下泉二丁目１−６,小山市,栃木県,JP,139.73591537,36.30377292,"36.30377292,139.73591537",栃木県小山市大字下泉二丁目１−６
Japan,485-0034,池之内道木一丁目２−９,小牧市,愛知県,JP,136.97630382,35.31281012,"35.31281012,136.97630382",愛知県小牧市池之内道木一丁目２−９
Japan,466-0845,福江二丁目１−６,名古屋市昭和区,愛知県,JP,136.91255476,35.14556491,"35.14556491,136.91255476",愛知県名古屋市昭和区福江二丁目１−６
Japan,920-3111,畝田西三丁目３−４,金沢市,石川県,JP,136.60669721,36.59753127,"36.59753127,136.60669721",石川県金沢市畝田西三丁目３−４
Japan,132-0023,一之江七丁目１−２,江戸川区,東京都,JP,139.8787814,35.68729483,"35.68729483,139.8787814",東京都江戸川区一之江七丁目１−２
Japan,243-0014,愛甲西一丁目２−２,厚木市,神奈川県,JP,139.33944037,35.42525302,"35.42525302,139.33944037",神奈川県厚木市愛甲西一丁目２−２
Japan,448-0815,豊田町二丁目２−１,刈谷市,愛知県,JP,136.99790512,34.9939786,"34.9939786,136.99790512",愛知県刈谷市豊田町二丁目２−１
Japan,333-0865,赤井二丁目１−３,川口市,埼玉県,JP,139.75008629,35.82391227,"35.82391227,139.75008629",埼玉県川口市赤井二丁目１−３
Japan,060-0014,北四条西八丁目１−３,札幌市中央区,北海道,JP,141.34319804,43.06458868,"43.06458868,141.34319804",北海道札幌市中央区北四条西八丁目１−３
Japan,323-0005,大字塩沢二丁目２−９,小山市,栃木県,JP,139.7741967,36.29588673,"36.29588673,139.7741967",栃木県小山市大字塩沢二丁目２−９
Japan,177-0044,氷川台四丁目１−５,練馬区,東京都,JP,139.66582054,35.75287329,"35.75287329,139.66582054",東京都練馬区氷川台四丁目１−５
Japan,153-0063,上目黒四丁目１−５,目黒区,東京都,JP,139.68998779,35.64169398,"35.64169398,139.68998779",東京都目黒区上目黒四丁目１−５
Japan,920-0813,鞍月五丁目３−２,金沢市,石川県,JP,136.6248637,36.59971869,"36.59971869,136.6248637",石川県金沢市鞍月五丁目３−２
Japan,567-0802,蔵垣内三丁目２−９,茨木市,大阪府,JP,135.55679427,34.79275441,"34.79275441,135.55679427",大阪府茨木市蔵垣内三丁目２−９
Japan,981-0917,堤通雨宮町一丁目２−９,仙台市青葉区,宮城県,JP,140.87070855,38.2765975,"38.2765975,140.87070855",宮城県仙台市青葉区堤通雨宮町一丁目２−９
Japan,176-0012,中村一丁目３−１,練馬区,東京都,JP,139.6474052,35.73265755,"35.73265755,139.6474052",東京都練馬区中村一丁目３−１
Japan,146-0083,西糀谷一丁目１−３,大田区,東京都,JP,139.73047734,35.55790038,"35.55790038,139.73047734",東京都大田区西糀谷一丁目１−３
Japan,442-0014,東桜木町二丁目２−６,豊川市,愛知県,JP,137.39341458,34.82948378,"34.82948378,137.39341458",愛知県豊川市東桜木町二丁目２−６
Japan,454-0964,富田町大字榎津二丁目３−１,名古屋市中川区,愛知県,JP,136.82260068,35.13423876,"35.13423876,136.82260068",愛知県名古屋市中川区富田町大字榎津二丁目３−１
Japan,223-0065,篠原北一丁目１−９,横浜市港北区,神奈川県,JP,139.62621416,35.50677498,"35.50677498,139.62621416",神奈川県横浜市港北区篠原北一丁目１−９
Japan,224-0015,南山田一丁目１−７,横浜市都筑区,神奈川県,JP,139.58579719,35.55785274,"35.55785274,139.58579719",神奈川県横浜市都筑区南山田一丁目１−７
Japan,252-0826,大庭二丁目２−９,藤沢市,神奈川県,JP,139.44711889,35.36090737,"35.36090737,139.44711889",神奈川県藤沢市大庭二丁目２−９
Japan,274-0815,習志野二丁目２−９,船橋市,千葉県,JP,140.05722468,35.70744489,"35.70744489,140.05722468",千葉県船橋市習志野二丁目２−９
Japan,320-0035,天神二丁目２−３,宇都宮市,栃木県,JP,139.88902343,36.55307963,"36.55307963,139.88902343",栃木県宇都宮市天神二丁目２−３
Japan,062-0922,中の島一条八丁目３−９,札幌市豊平区,北海道,JP,141.35610384,43.02454203,"43.02454203,141.35610384",北海道札幌市豊平区中の島一条八丁目３−９
Japan,146-0091,羽田二丁目２−５,大田区,東京都,JP,139.74164851,35.54687501,"35.54687501,139.74164851",東京都大田区羽田二丁目２−５
Japan,243-0206,戸室一丁目３−４,厚木市,神奈川県,JP,139.35427478,35.44823266,"35.44823266,139.35427478",神奈川県厚木市戸室一丁目３−４
Japan,157-0073,玉川田園調布一丁目２−２,世田谷区,東京都,JP,139.66383789,35.60087892,"35.60087892,139.66383789",東京都世田谷区玉川田園調布一丁目２−２
Japan,920-0337,かたつ一丁目２−９,金沢市,石川県,JP,136.64175459,36.6305397,"36.6305397,136.64175459",石川県金沢市かたつ一丁目２−９
Japan,818-0026,針摺中央二丁目１−３,筑紫野市,福岡県,JP,130.53541249,33.48360341,"33.48360341,130.53541249",福岡県筑紫野市針摺中央二丁目１−３
Japan,370-0401,尾島町二丁目２−２,太田市,群馬県,JP,139.3214759,36.2603663,"36.2603663,139.3214759",群馬県太田市尾島町二丁目２−２
Japan,273-0863,旭町六丁目２−５,船橋市,千葉県,JP,139.98736532,35.72238456,"35.72238456,139.98736532",千葉県船橋市旭町六丁目２−５
Japan,444-0861,河原町一丁目１−７,岡崎市,愛知県,JP,137.17174106,34.99129946,"34.99129946,137.17174106",愛知県岡崎市河原町一丁目１−７
Japan,156-0043,砧六丁目１−１,世田谷区,東京都,JP,139.61065553,35.64311518,"35.64311518,139.61065553",東京都世田谷区砧六丁目１−１
Japan,251-0004,辻堂神台一丁目２−３,藤沢市,神奈川県,JP,139.44603363,35.33931185,"35.33931185,139.44603363",神奈川県藤沢市辻堂神台一丁目２−３
Japan,242-0012,大和南二丁目１−８,大和市,神奈川県,JP,139.4648362,35.46585843,"35.46585843,139.4648362",神奈川県大和市大和南二丁目１−８
Japan,816-0801,春日公園二丁目３−８,春日市,福岡県,JP,130.47322419,33.52744788,"33.52744788,130.47322419",福岡県春日市春日公園二丁目３−８
Japan,167-0031,松庵二丁目２−８,杉並区,東京都,JP,139.59555501,35.69873807,"35.69873807,139.59555501",東京都杉並区松庵二丁目２−８
Japan,602-8421,笹屋町一丁目１−９,京都市上京区,京都府,JP,135.7461007,35.02749975,"35.02749975,135.7461007",京都府京都市上京区笹屋町一丁目１−９
Japan,733-0815,楠木町四丁目２−４,広島市西区,広島県,JP,132.45891871,34.41542853,"34.41542853,132.45891871",広島県広島市西区楠木町四丁目２−４
Japan,321-0971,小幡一丁目１−１,宇都宮市,栃木県,JP,139.87591965,36.5640552,"36.5640552,139.87591965",栃木県宇都宮市小幡一丁目１−１
Japan,181-0003,牟礼六丁目３−３,三鷹市,東京都,JP,139.57638349,35.68734966,"35.68734966,139.57638349",東京都三鷹市牟礼六丁目３−３
Japan,191-0033,大坂上二丁目１−５,日野市,東京都,JP,139.3880705,35.67549504,"35.67549504,139.3880705",東京都日野市大坂上二丁目１−５
